Name,Position,Primary Functional Role,Official Alternative Functional Roles,Official Eligible Functional Roles,Primary Functional Role Suitability,Best Official Alternative Functional Role,Best Official Alternative Role Suitability,Learned Role Rank 1,Learned Role Rank 1 Probability,Learned Role Rank 2,Learned Role Rank 2 Probability
Nahitan Nández,Central Midfielder,Central Midfielder,Fullback|Wide Midfielder|Attacking Midfielder,Central Midfielder|Fullback|Wide Midfielder|Attacking Midfielder,0.30668576314880025,Fullback,0.3126428444489456,Defensive Midfielder,0.32953447179139905,Fullback,0.3126428444489456
Fabricio Bustos,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.5389687681591139,Wide Midfielder,0.32572458949102073,Fullback,0.5389687681591139,Wide Midfielder,0.32572458949102073
Mateus Uribe,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.4564318944484139,Defensive Midfielder,0.4123171360396646,Central Midfielder,0.4564318944484139,Defensive Midfielder,0.4123171360396646
Bright Osayi-Samuel,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8408082045333367,Wide Midfielder,0.14455819138307052,Fullback,0.8408082045333367,Wide Midfielder,0.14455819138307052
Milot Rashica,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.5200378724348235,Winger,0.291125288220751,Wide Midfielder,0.5200378724348235,Winger,0.291125288220751
Joe Willock,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.6639258421430492,Attacking Midfielder,0.24724818596063997,Central Midfielder,0.6639258421430492,Attacking Midfielder,0.24724818596063997
Juan Cuadrado,Right Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.042787310246269354,Fullback,0.8403782072310719,Fullback,0.8403782072310719,Central Midfielder,0.04590787762765175
Guilherme Sityá,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.897105298010432,Wide Midfielder,0.062367838230845386,Fullback,0.897105298010432,Wide Midfielder,0.062367838230845386
Roberto Pereyra,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.48196600419890356,Attacking Midfielder,0.42873057787173113,Central Midfielder,0.48196600419890356,Attacking Midfielder,0.42873057787173113
Thomas Meunier,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.7466182718324231,Wide Midfielder,0.020382979317712997,Fullback,0.7466182718324231,Center Back,0.17662884325799721
Rahman Baba,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6645341750870624,Wide Midfielder,0.1781209436910466,Fullback,0.6645341750870624,Wide Midfielder,0.1781209436910466
Jeremiah St. Juste,Center Back,Center Back,Fullback,Center Back|Fullback,0.6156954475741264,Fullback,0.0570895296415531,Center Back,0.6156954475741264,Defensive Midfielder,0.3212407580138595
Ruslan Malinovskyi,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.30612149012092904,Attacking Midfielder,0.5030664713374249,Attacking Midfielder,0.5030664713374249,Central Midfielder,0.30612149012092904
Ali Abdi,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8802929694532967,Wide Midfielder,0.09895495729215945,Fullback,0.8802929694532967,Wide Midfielder,0.09895495729215945
Renato Veiga,Center Back,Center Back,Defensive Midfielder,Center Back|Defensive Midfielder,0.15264513691773016,Defensive Midfielder,0.7751191944406117,Defensive Midfielder,0.7751191944406117,Center Back,0.15264513691773016
Chrisantus Uche,Striker,Striker,Attacking Midfielder|Central Midfielder,Striker|Attacking Midfielder|Central Midfielder,0.05902987466381832,Central Midfielder,0.7706678235724341,Central Midfielder,0.7706678235724341,Attacking Midfielder,0.13755866326572808
Anastasios Bakasetas,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.48358992274149376,Central Midfielder,0.12701456237854444,Attacking Midfielder,0.48358992274149376,Striker,0.19924199210061858
Hans Hateboer,Center Back,Center Back,Fullback,Center Back|Fullback,0.0224483555312332,Fullback,0.9090481802480013,Fullback,0.9090481802480013,Wide Midfielder,0.04390955960748759
Unai López,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6852622165565269,Defensive Midfielder,0.09324700105016587,Central Midfielder,0.6852622165565269,Attacking Midfielder,0.20107850561944224
Suat Serdar,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.5492610010834545,Defensive Midfielder,0.38300500711298185,Central Midfielder,0.5492610010834545,Defensive Midfielder,0.38300500711298185
Nicolò Zaniolo,Right Midfielder,Wide Midfielder,Winger|Striker,Wide Midfielder|Winger|Striker,0.21153462737309534,Winger,0.25215649714742233,Attacking Midfielder,0.3431226860864919,Winger,0.25215649714742233
Javi Muñoz,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.6390236666929039,Defensive Midfielder,0.3369064923084341,Central Midfielder,0.6390236666929039,Defensive Midfielder,0.3369064923084341
Morgan Sanson,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.722334968777887,Attacking Midfielder,0.14603909518507224,Central Midfielder,0.722334968777887,Attacking Midfielder,0.14603909518507224
Mattias Svanberg,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.839816944791131,Defensive Midfielder,0.07853102766072903,Central Midfielder,0.839816944791131,Defensive Midfielder,0.07853102766072903
Marshall Munetsi,Central Midfielder,Central Midfielder,Attacking Midfielder|Winger,Central Midfielder|Attacking Midfielder|Winger,0.720203700246712,Attacking Midfielder,0.020603030723223455,Central Midfielder,0.720203700246712,Defensive Midfielder,0.24889461425138729
Angel Gomes,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Defensive Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder,0.13118366026965486,Central Midfielder,0.6362665903700025,Central Midfielder,0.6362665903700025,Defensive Midfielder,0.22816719124111629
Reo Hatate,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.6443166444640144,Attacking Midfielder,0.3320295052729668,Central Midfielder,0.6443166444640144,Attacking Midfielder,0.3320295052729668
Ao Tanaka,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.6544409297952624,Central Midfielder,0.33458330096108907,Defensive Midfielder,0.6544409297952624,Central Midfielder,0.33458330096108907
Maximiliano Salas,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.6957224757797875,Winger,0.12123669298104736,Striker,0.6957224757797875,Winger,0.12123669298104736
Juan Portillo,Center Back,Center Back,Fullback|Defensive Midfielder,Center Back|Fullback|Defensive Midfielder,0.39213318182734486,Defensive Midfielder,0.5648857707395519,Defensive Midfielder,0.5648857707395519,Center Back,0.39213318182734486
Okay Yokuşlu,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.6516199450699737,Center Back,0.20828212127774776,Defensive Midfielder,0.6516199450699737,Center Back,0.20828212127774776
Kirian,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.7307318033969643,Attacking Midfielder,0.15493626046472944,Central Midfielder,0.7307318033969643,Attacking Midfielder,0.15493626046472944
Mohamed Elyounoussi,Right Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.28002855478503513,Attacking Midfielder,0.4128058133515894,Attacking Midfielder,0.4128058133515894,Wide Midfielder,0.28002855478503513
Kenny Lala,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8161797286082015,Wide Midfielder,0.030605124868330204,Fullback,0.8161797286082015,Defensive Midfielder,0.10095603725505778
Portu,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4078523966898561,Winger,0.31342137876636295,Wide Midfielder,0.4078523966898561,Winger,0.31342137876636295
Miguel Almirón,Right Winger,Winger,Wide Midfielder|Attacking Midfielder,Winger|Wide Midfielder|Attacking Midfielder,0.26160999739463436,Wide Midfielder,0.6545737117383452,Wide Midfielder,0.6545737117383452,Winger,0.26160999739463436
Dennis Man,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4391990278981835,Winger,0.44774518195195023,Winger,0.44774518195195023,Wide Midfielder,0.4391990278981835
Juan Miranda,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9875796393711285,Wide Midfielder,0.010789917453118535,Fullback,0.9875796393711285,Wide Midfielder,0.010789917453118535
Ivan Ilić,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.7996481044201462,Defensive Midfielder,0.11571229943782571,Central Midfielder,0.7996481044201462,Defensive Midfielder,0.11571229943782571
Dani Rodríguez,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.5436337830107516,Central Midfielder,0.19616620678432217,Attacking Midfielder,0.5436337830107516,Central Midfielder,0.19616620678432217
Amir Murillo,Right Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.9843091790244579,Center Back,0.006117293620578851,Fullback,0.9843091790244579,Center Back,0.006117293620578851
Matteo Pessina,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.7581698056678576,Attacking Midfielder,0.11485568990261917,Central Midfielder,0.7581698056678576,Attacking Midfielder,0.11485568990261917
Morten Frendrup,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.2828074991664418,Defensive Midfielder,0.7148628667270978,Defensive Midfielder,0.7148628667270978,Central Midfielder,0.2828074991664418
Haris Hajradinović,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.5182533475544743,Attacking Midfielder,0.4031436089384277,Central Midfielder,0.5182533475544743,Attacking Midfielder,0.4031436089384277
Wilfred Ndidi,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.6303700286394748,Central Midfielder,0.16665637440289413,Defensive Midfielder,0.6303700286394748,Central Midfielder,0.16665637440289413
Marvin Wanitzek,Central Midfielder,Central Midfielder,Wide Midfielder|Attacking Midfielder,Central Midfielder|Wide Midfielder|Attacking Midfielder,0.5327593019929902,Attacking Midfielder,0.3341537399579462,Central Midfielder,0.5327593019929902,Attacking Midfielder,0.3341537399579462
Daniel James,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.5950495936116195,Winger,0.3951039703565779,Wide Midfielder,0.5950495936116195,Winger,0.3951039703565779
Keane Lewis-Potter,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6122869463364086,Wide Midfielder,0.29033130800878737,Fullback,0.6122869463364086,Wide Midfielder,0.29033130800878737
Víctor Gómez,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8695797436135501,Wide Midfielder,0.038298176504579604,Fullback,0.8695797436135501,Central Midfielder,0.05135530487883835
Carmona,Right Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.8678806351158665,Wide Midfielder,0.07030584390236722,Fullback,0.8678806351158665,Wide Midfielder,0.07030584390236722
Eduardo Salvio,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.504992444501874,Winger,0.31701394877278033,Wide Midfielder,0.504992444501874,Winger,0.31701394877278033
Valentino Lazaro,Right Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.08667528150213566,Fullback,0.8024395405951094,Fullback,0.8024395405951094,Wide Midfielder,0.08667528150213566
Adama Traoré,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.8025271649032177,Winger,0.19713360659379145,Wide Midfielder,0.8025271649032177,Winger,0.19713360659379145
Paulo Díaz,Center Back,Center Back,,Center Back,0.631487474066527,,,Center Back,0.631487474066527,Fullback,0.2090108261220382
Vitaly Janelt,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.4591295723441837,Defensive Midfielder,0.5320056478148241,Defensive Midfielder,0.5320056478148241,Central Midfielder,0.4591295723441837
Patrik Hrošovský,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.6937446704048451,Defensive Midfielder,0.21139914033767285,Central Midfielder,0.6937446704048451,Defensive Midfielder,0.21139914033767285
Leif Davis,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9786238516188114,Wide Midfielder,0.009235189923078905,Fullback,0.9786238516188114,Wide Midfielder,0.009235189923078905
Gabri Veiga,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Wide Midfielder,Attacking Midfielder|Central Midfielder|Wide Midfielder,0.08470320831041016,Central Midfielder,0.9097503132064164,Central Midfielder,0.9097503132064164,Attacking Midfielder,0.08470320831041016
Zakaria El Ouahdi,Right Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.8252783613574844,Wide Midfielder,0.01866533811029101,Fullback,0.8252783613574844,Defensive Midfielder,0.10586931141064869
Jan-Niklas Beste,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.5481575788002726,Winger,0.2966767045090093,Wide Midfielder,0.5481575788002726,Winger,0.2966767045090093
Thierry Correia,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9935504993552002,Wide Midfielder,0.0057922888397329625,Fullback,0.9935504993552002,Wide Midfielder,0.0057922888397329625
Tomáš Holeš,Center Back,Center Back,Defensive Midfielder,Center Back|Defensive Midfielder,0.5373180808451498,Defensive Midfielder,0.02091447061385708,Center Back,0.5373180808451498,Fullback,0.4413177118088061
Marcus Tavernier,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.667879679751438,Winger,0.20066172972192114,Wide Midfielder,0.667879679751438,Winger,0.20066172972192114
Batista Mendy,Defensive Midfielder,Defensive Midfielder,Center Back|Central Midfielder,Defensive Midfielder|Center Back|Central Midfielder,0.6848706260971137,Center Back,0.2928177097235312,Defensive Midfielder,0.6848706260971137,Center Back,0.2928177097235312
Romain Faivre,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.2812724593024651,Winger,0.1425406890827704,Attacking Midfielder,0.4794164713728565,Wide Midfielder,0.2812724593024651
Marius Bülter,Striker,Striker,Wide Midfielder|Winger|Attacking Midfielder,Striker|Wide Midfielder|Winger|Attacking Midfielder,0.4049796146409062,Wide Midfielder,0.3153592714967155,Striker,0.4049796146409062,Wide Midfielder,0.3153592714967155
Facundo Colidio,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.4492437244070154,Winger,0.2519251686175389,Striker,0.4492437244070154,Winger,0.2519251686175389
Kristijan Jakić,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.9443728963707718,Center Back,0.04556271315722666,Defensive Midfielder,0.9443728963707718,Center Back,0.04556271315722666
Rodrigo Battaglia,Center Back,Center Back,Defensive Midfielder|Central Midfielder,Center Back|Defensive Midfielder|Central Midfielder,0.06641221571151466,Defensive Midfielder,0.8440070551757504,Defensive Midfielder,0.8440070551757504,Central Midfielder,0.08838093880105519
Yann Aurel Bisseck,Center Back,Center Back,,Center Back,0.9120685248943837,,,Center Back,0.9120685248943837,Defensive Midfielder,0.0795680397599101
Víctor Ignacio Malcorra,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.6334852995542498,Wide Midfielder,0.13514949129285506,Attacking Midfielder,0.6334852995542498,Wide Midfielder,0.13514949129285506
Quentin Merlin,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9527263333166263,Wide Midfielder,0.01042561007140407,Fullback,0.9527263333166263,Central Midfielder,0.017108613788719376
Senne Lynen,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.8889840335990455,Central Midfielder,0.07940041672823249,Defensive Midfielder,0.8889840335990455,Central Midfielder,0.07940041672823249
Kaan Ayhan,Right Back,Fullback,Center Back|Defensive Midfielder,Fullback|Center Back|Defensive Midfielder,0.018369303421824548,Defensive Midfielder,0.7385144012805444,Defensive Midfielder,0.7385144012805444,Center Back,0.21360880627193096
Zeki Çelik,Right Back,Fullback,Wide Midfielder|Center Back,Fullback|Wide Midfielder|Center Back,0.919871041598439,Wide Midfielder,0.00819164081181027,Fullback,0.919871041598439,Defensive Midfielder,0.049596205432748244
Nicola Zalewski,Left Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.7046000752610043,Fullback,0.07407932044827495,Wide Midfielder,0.7046000752610043,Winger,0.09532531637935306
Donny van de Beek,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.18619697621167655,Central Midfielder,0.7451607748942904,Central Midfielder,0.7451607748942904,Attacking Midfielder,0.18619697621167655
Vitaliy Buyalskyi,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Defensive Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder,0.4569529701380235,Central Midfielder,0.51805860679385,Central Midfielder,0.51805860679385,Attacking Midfielder,0.4569529701380235
Himad Abdelli,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.6551841111361105,Central Midfielder,0.27658016082340425,Attacking Midfielder,0.6551841111361105,Central Midfielder,0.27658016082340425
Fayçal Fajr,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6379656834105996,Defensive Midfielder,0.2055664567807638,Central Midfielder,0.6379656834105996,Defensive Midfielder,0.2055664567807638
Jonathan Rodríguez,Left Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.13171533749798958,Striker,0.6243002753590944,Striker,0.6243002753590944,Winger,0.21531541631370812
Jayden Oosterwolde,Left Back,Fullback,Center Back,Fullback|Center Back,0.9862404095024935,Center Back,0.013364590180710404,Fullback,0.9862404095024935,Center Back,0.013364590180710404
Abdul Fatawu,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.5230581076706199,Winger,0.39057024324479844,Wide Midfielder,0.5230581076706199,Winger,0.39057024324479844
Florian Thauvin,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.019651456193338676,Attacking Midfielder,0.6663838500622364,Attacking Midfielder,0.6663838500622364,Winger,0.19012019847658582
Rubén Botta,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.6471799022942003,Wide Midfielder,0.16981223764789727,Attacking Midfielder,0.6471799022942003,Winger,0.1698489398285512
Phillipp Mwene,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9855065433216931,Wide Midfielder,0.009388255296507098,Fullback,0.9855065433216931,Wide Midfielder,0.009388255296507098
Dimitris Giannoulis,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9807744468578264,Wide Midfielder,0.006093306906026367,Fullback,0.9807744468578264,Defensive Midfielder,0.008133083009396589
Jordan Teze,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.5844128031026102,Wide Midfielder,2.2329463109974257e-05,Fullback,0.5844128031026102,Center Back,0.40147991534412864
Mateus Fernandes,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.5653710453411281,Central Midfielder,0.42876730361378484,Attacking Midfielder,0.5653710453411281,Central Midfielder,0.42876730361378484
Iván Balliu,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9890927829609318,Wide Midfielder,0.004665274923271787,Fullback,0.9890927829609318,Wide Midfielder,0.004665274923271787
Joan Jordán,Central Midfielder,Central Midfielder,Defensive Midfielder|Center Back,Central Midfielder|Defensive Midfielder|Center Back,0.8488818757460995,Defensive Midfielder,0.10727214103941822,Central Midfielder,0.8488818757460995,Defensive Midfielder,0.10727214103941822
Keito Nakamura,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.22289745871659342,Winger,0.3702795956414949,Winger,0.3702795956414949,Attacking Midfielder,0.36312441608937845
Carney Chukwuemeka,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.6525177866037686,Central Midfielder,0.09770683325760507,Attacking Midfielder,0.6525177866037686,Wide Midfielder,0.16406134805190806
Roger Fernandes,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.6184050026337444,Winger,0.3655201618307424,Wide Midfielder,0.6184050026337444,Winger,0.3655201618307424
Saúl Coco,Center Back,Center Back,,Center Back,0.8852983156394346,,,Center Back,0.8852983156394346,Defensive Midfielder,0.11469596780492916
Moïse Bombito,Center Back,Center Back,,Center Back,0.9776375615098684,,,Center Back,0.9776375615098684,Fullback,0.02140920617360529
Miguel Borja,Striker,Striker,,Striker,0.9316376210480534,,,Striker,0.9316376210480534,Winger,0.04074376695139542
Romain Del Castillo,Right Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.3170956857642187,Wide Midfielder,0.3052748839565531,Attacking Midfielder,0.3662834142067963,Winger,0.3170956857642187
Jens Odgaard,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.2599240447936503,Central Midfielder,0.0004508684842762161,Striker,0.6253376265126225,Attacking Midfielder,0.2599240447936503
James Garner,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.7026604652061599,Central Midfielder,0.2845556866924432,Defensive Midfielder,0.7026604652061599,Central Midfielder,0.2845556866924432
Tiago Tomás,Left Winger,Winger,Wide Midfielder|Striker,Winger|Wide Midfielder|Striker,0.16825211470000842,Striker,0.5966074593734935,Striker,0.5966074593734935,Winger,0.16825211470000842
Antonio Nusa,Left Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.40820698832492913,Winger,0.5275777312235512,Winger,0.5275777312235512,Wide Midfielder,0.40820698832492913
Vinicius Souza,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.47495570233264156,Central Midfielder,0.0025407359189779533,Center Back,0.5223353061348517,Defensive Midfielder,0.47495570233264156
Félix Lemaréchal,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.47491348650767135,Central Midfielder,0.4491547563818405,Attacking Midfielder,0.47491348650767135,Central Midfielder,0.4491547563818405
André Silva,Striker,Striker,,Striker,0.917892224619807,,,Striker,0.917892224619807,Attacking Midfielder,0.07613693221218767
Noah Okafor,Striker,Striker,Wide Midfielder|Winger|Attacking Midfielder,Striker|Wide Midfielder|Winger|Attacking Midfielder,0.12825231962685962,Winger,0.6414532314663655,Winger,0.6414532314663655,Wide Midfielder,0.2131802481919936
Alexis Sánchez,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.05047642515340011,Attacking Midfielder,0.8047778573592282,Attacking Midfielder,0.8047778573592282,Winger,0.11210211675659916
Bruno Petković,Striker,Striker,,Striker,0.052197290679324264,,,Attacking Midfielder,0.9301969058449359,Striker,0.052197290679324264
Timothy Castagne,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9369805149011896,Wide Midfielder,0.010686542289764503,Fullback,0.9369805149011896,Defensive Midfielder,0.032408208978510746
Ruben Aguilar,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8098326084973476,Wide Midfielder,0.0030771826470603826,Fullback,0.8098326084973476,Defensive Midfielder,0.16597538740256956
Josh Cullen,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.7264681564133745,Central Midfielder,0.21420360680817951,Defensive Midfielder,0.7264681564133745,Central Midfielder,0.21420360680817951
Ibrahima Sissoko,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.7017907397851694,Central Midfielder,0.17224674321380584,Defensive Midfielder,0.7017907397851694,Central Midfielder,0.17224674321380584
Lucas Beltrán,Attacking Midfielder,Attacking Midfielder,Striker|Central Midfielder,Attacking Midfielder|Striker|Central Midfielder,0.23908217929260975,Striker,0.7487813151415791,Striker,0.7487813151415791,Attacking Midfielder,0.23908217929260975
Lorenz Assignon,Right Back,Fullback,Wide Midfielder|Winger,Fullback|Wide Midfielder|Winger,0.997305250286438,Wide Midfielder,0.0017491106682003333,Fullback,0.997305250286438,Wide Midfielder,0.0017491106682003333
Hugo Álvarez,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4278171792550201,Winger,0.2921051590456979,Wide Midfielder,0.4278171792550201,Winger,0.2921051590456979
Petar Musa,Striker,Striker,,Striker,0.997446943169085,,,Striker,0.997446943169085,Attacking Midfielder,0.0016330969080620107
Santiago Sosa,Center Back,Center Back,Defensive Midfielder,Center Back|Defensive Midfielder,0.38728465826665753,Defensive Midfielder,0.6066798075232686,Defensive Midfielder,0.6066798075232686,Center Back,0.38728465826665753
Rob Schoofs,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.8187727635344563,Defensive Midfielder,0.09317083290079677,Central Midfielder,0.8187727635344563,Defensive Midfielder,0.09317083290079677
Niclas Eliasson,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.5722515857385795,Winger,0.41298289436210683,Wide Midfielder,0.5722515857385795,Winger,0.41298289436210683
Jérémie Boga,Left Winger,Winger,Striker|Wide Midfielder,Winger|Striker|Wide Midfielder,0.41947335302412925,Wide Midfielder,0.4772154310165932,Wide Midfielder,0.4772154310165932,Winger,0.41947335302412925
Federico Fattori,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.9453656723852107,Central Midfielder,0.05287462654894466,Defensive Midfielder,0.9453656723852107,Central Midfielder,0.05287462654894466
Joseph Paintsil,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.41267824548564763,Winger,0.5726268601437221,Winger,0.5726268601437221,Wide Midfielder,0.41267824548564763
Azzedine Ounahi,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.8372313088786763,Attacking Midfielder,0.15099600270391192,Central Midfielder,0.8372313088786763,Attacking Midfielder,0.15099600270391192
Kevin Stöger,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.2520105274408928,Central Midfielder,0.7353271907442958,Central Midfielder,0.7353271907442958,Attacking Midfielder,0.2520105274408928
Rômulo,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.9910030670032507,Winger,0.004463106605349954,Striker,0.9910030670032507,Winger,0.004463106605349954
Maxime Lopez,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.722549667395012,Defensive Midfielder,0.024305943477866958,Central Midfielder,0.722549667395012,Attacking Midfielder,0.24953686788116916
Areso,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9967521377361304,Wide Midfielder,0.00046211616901173906,Fullback,0.9967521377361304,Center Back,0.0015110667765565557
