Name,Position,Primary Functional Role,Official Alternative Functional Roles,Official Eligible Functional Roles,Primary Functional Role Suitability,Best Official Alternative Functional Role,Best Official Alternative Role Suitability,Learned Role Rank 1,Learned Role Rank 1 Probability,Learned Role Rank 2,Learned Role Rank 2 Probability
Augusto Schott,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9686280634991249,Wide Midfielder,0.026748981797173964,Fullback,0.9686280634991249,Wide Midfielder,0.026748981797173964
Tobias Raschl,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.7796708640206989,Defensive Midfielder,0.17614298464291048,Central Midfielder,0.7796708640206989,Defensive Midfielder,0.17614298464291048
Erik Engelhardt,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.9879816652796689,Attacking Midfielder,0.0006773246956091588,Striker,0.9879816652796689,Winger,0.0060039835164727865
Ilias Koutsoupias,Central Midfielder,Central Midfielder,,Central Midfielder,0.7866297445529405,,,Central Midfielder,0.7866297445529405,Defensive Midfielder,0.1932008437023375
Callum Marshall,Striker,Striker,Wide Midfielder|Winger,Striker|Wide Midfielder|Winger,0.9051895376871725,Wide Midfielder,0.04830854475429554,Striker,0.9051895376871725,Wide Midfielder,0.04830854475429554
Unai Hernández,Left Midfielder,Wide Midfielder,Central Midfielder|Attacking Midfielder|Winger,Wide Midfielder|Central Midfielder|Attacking Midfielder|Winger,0.4191855770843829,Winger,0.35046727152010076,Wide Midfielder,0.4191855770843829,Winger,0.35046727152010076
David Wieser,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.804693935361341,Attacking Midfielder,0.08595966629579409,Central Midfielder,0.804693935361341,Attacking Midfielder,0.08595966629579409
Javi Villar,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.34982954578076736,Defensive Midfielder,0.6325281364818931,Defensive Midfielder,0.6325281364818931,Central Midfielder,0.34982954578076736
Alfredo Morales,Central Midfielder,Central Midfielder,Defensive Midfielder|Center Back,Central Midfielder|Defensive Midfielder|Center Back,0.3053971906363899,Defensive Midfielder,0.6809349099425417,Defensive Midfielder,0.6809349099425417,Central Midfielder,0.3053971906363899
Luca Zuffi,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.3227726760960762,Central Midfielder,0.4890944750183304,Central Midfielder,0.4890944750183304,Defensive Midfielder,0.3227726760960762
Andreas Geipl,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.6180878380009,Central Midfielder,0.0012308288554966384,Defensive Midfielder,0.6180878380009,Center Back,0.22790601116133022
Daníel Leó Grétarsson,Center Back,Center Back,,Center Back,0.64839833564774,,,Center Back,0.64839833564774,Fullback,0.28742684624089687
Tyler Roberts,Striker,Striker,Attacking Midfielder|Wide Midfielder,Striker|Attacking Midfielder|Wide Midfielder,0.326045915499128,Wide Midfielder,0.23722402715327212,Striker,0.326045915499128,Wide Midfielder,0.23722402715327212
Niko Hämäläinen,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9946338349016621,Wide Midfielder,0.0025666643637553945,Fullback,0.9946338349016621,Wide Midfielder,0.0025666643637553945
Giuliano Cerato,Right Back,Fullback,Wide Midfielder|Central Midfielder,Fullback|Wide Midfielder|Central Midfielder,0.7855559586063948,Wide Midfielder,0.18867175278749926,Fullback,0.7855559586063948,Wide Midfielder,0.18867175278749926
Christoph Lang,Right Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.24994976183828835,Winger,0.3757384219089434,Winger,0.3757384219089434,Wide Midfielder,0.24994976183828835
Jesús Yendis,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8911828216986093,Wide Midfielder,0.0634006312823591,Fullback,0.8911828216986093,Wide Midfielder,0.0634006312823591
Tim Danhof,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8614308026959951,Wide Midfielder,0.10741984180197826,Fullback,0.8614308026959951,Wide Midfielder,0.10741984180197826
Andrés Torrico,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.5450411570880218,Winger,0.3376009076947112,Wide Midfielder,0.5450411570880218,Winger,0.3376009076947112
Alex Franco,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.9462242846828834,Attacking Midfielder,0.020157015190763974,Central Midfielder,0.9462242846828834,Defensive Midfielder,0.03248666916388784
Abbas Hüseynov,Right Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.9822441830719764,Wide Midfielder,0.015062668997144153,Fullback,0.9822441830719764,Wide Midfielder,0.015062668997144153
Janik Bachmann,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Attacking Midfielder,Defensive Midfielder|Central Midfielder|Attacking Midfielder,0.31080170305976884,Central Midfielder,0.478465826214542,Central Midfielder,0.478465826214542,Defensive Midfielder,0.31080170305976884
Dennis Chessa,Right Winger,Winger,Attacking Midfielder|Wide Midfielder,Winger|Attacking Midfielder|Wide Midfielder,0.41491035418399175,Wide Midfielder,0.43365136599341936,Wide Midfielder,0.43365136599341936,Winger,0.41491035418399175
Wesley,Striker,Striker,,Striker,0.9460292031970003,,,Striker,0.9460292031970003,Attacking Midfielder,0.034898724965745045
Alin Toșca,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.37110974053079454,Fullback,0.5782183152604442,Fullback,0.5782183152604442,Center Back,0.37110974053079454
Jeppe Okkels,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4978081878297039,Winger,0.4270465097721425,Wide Midfielder,0.4978081878297039,Winger,0.4270465097721425
Etienne Amenyido,Striker,Striker,Wide Midfielder|Winger,Striker|Wide Midfielder|Winger,0.08322920851279843,Wide Midfielder,0.4127069951026955,Wide Midfielder,0.4127069951026955,Winger,0.38171024080035093
Emir Karić,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9769285991965984,Wide Midfielder,0.004028336701397482,Fullback,0.9769285991965984,Center Back,0.012623906006399496
Christopher Lungoyi,Left Midfielder,Wide Midfielder,Winger|Striker|Fullback,Wide Midfielder|Winger|Striker|Fullback,0.28493483692548077,Winger,0.6425935179630924,Winger,0.6425935179630924,Wide Midfielder,0.28493483692548077
Sander Christiansen,Defensive Midfielder,Defensive Midfielder,Fullback|Central Midfielder,Defensive Midfielder|Fullback|Central Midfielder,0.1615598160009983,Fullback,0.6840663369003873,Fullback,0.6840663369003873,Defensive Midfielder,0.1615598160009983
Jacob Andersen,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.973044161367245,Wide Midfielder,0.0021195339040059446,Fullback,0.973044161367245,Center Back,0.020725037109050565
Joe Taylor,Striker,Striker,,Striker,0.9941981423981485,,,Striker,0.9941981423981485,Winger,0.002862748519131717
Norman Campbell,Right Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.31963884446308105,Winger,0.6246574838636564,Winger,0.6246574838636564,Wide Midfielder,0.31963884446308105
João Tomé,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9602776034156767,Wide Midfielder,0.03575938179377033,Fullback,0.9602776034156767,Wide Midfielder,0.03575938179377033
Djibril Lamego,Left Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.9671536976123933,Wide Midfielder,0.03032713119204012,Fullback,0.9671536976123933,Wide Midfielder,0.03032713119204012
Reece James,Left Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.9937591975166643,Center Back,0.0029754688237273027,Fullback,0.9937591975166643,Center Back,0.0029754688237273027
Jorge Pereyra Díaz,Striker,Striker,Winger|Wide Midfielder,Striker|Winger|Wide Midfielder,0.15388318172275495,Wide Midfielder,0.4506819705236249,Wide Midfielder,0.4506819705236249,Winger,0.2803728588822792
Simon Pirkl,Left Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.21239060711677082,Fullback,0.675203535553592,Fullback,0.675203535553592,Wide Midfielder,0.21239060711677082
Jeremias Lorch,Center Back,Center Back,Central Midfielder|Defensive Midfielder,Center Back|Central Midfielder|Defensive Midfielder,0.25129628550162253,Defensive Midfielder,0.15536896280672435,Fullback,0.5866569949590067,Center Back,0.25129628550162253
Hussain Al Qahtani,Central Midfielder,Central Midfielder,Defensive Midfielder|Attacking Midfielder,Central Midfielder|Defensive Midfielder|Attacking Midfielder,0.74456992519209,Defensive Midfielder,0.19356278333628943,Central Midfielder,0.74456992519209,Defensive Midfielder,0.19356278333628943
Tudor Băluță,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.4695526453211272,Central Midfielder,0.04179459114606905,Center Back,0.4776079843935335,Defensive Midfielder,0.4695526453211272
Benjamin Goller,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.8956696574530406,Winger,0.09646866454293565,Wide Midfielder,0.8956696574530406,Winger,0.09646866454293565
Mounaïm El Idrissy,Striker,Striker,Wide Midfielder|Attacking Midfielder,Striker|Wide Midfielder|Attacking Midfielder,0.3632274581052989,Wide Midfielder,0.24713296081474861,Striker,0.3632274581052989,Winger,0.32678400460329765
Mohamad Sylla,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.09601614316288876,Central Midfielder,0.00024537694329448685,Center Back,0.9012773520162147,Defensive Midfielder,0.09601614316288876
Manvir Singh,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.4790396952233307,Winger,0.5006506270578487,Winger,0.5006506270578487,Wide Midfielder,0.4790396952233307
Christopher Cheng,Left Back,Fullback,Winger|Wide Midfielder,Fullback|Winger|Wide Midfielder,0.9586836969075204,Wide Midfielder,0.036930697713915356,Fullback,0.9586836969075204,Wide Midfielder,0.036930697713915356
Lisandru Tramoni,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.5019725525511821,Winger,0.4565790220629446,Wide Midfielder,0.5019725525511821,Winger,0.4565790220629446
Bartuğ Elmaz,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.5807372303878756,Central Midfielder,0.40817132165404907,Defensive Midfielder,0.5807372303878756,Central Midfielder,0.40817132165404907
Mateo Castillo,Left Midfielder,Wide Midfielder,Fullback|Winger,Wide Midfielder|Fullback|Winger,0.6485494898850753,Fullback,0.1870601736763145,Wide Midfielder,0.6485494898850753,Fullback,0.1870601736763145
Lars Vilsvik,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.3672412997084557,Wide Midfielder,0.0028671709872410446,Defensive Midfielder,0.4492463104970018,Fullback,0.3672412997084557
Georgi Milanov,Right Winger,Winger,Central Midfielder|Wide Midfielder,Winger|Central Midfielder|Wide Midfielder,0.04880161452600555,Central Midfielder,0.17414753459096144,Attacking Midfielder,0.6920401833037153,Central Midfielder,0.17414753459096144
Jhojan Valencia,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.5540198795352347,Central Midfielder,0.4332597011212895,Defensive Midfielder,0.5540198795352347,Central Midfielder,0.4332597011212895
Vasile Mogoș,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.5442866149915565,Fullback,0.20326992470064126,Center Back,0.5442866149915565,Defensive Midfielder,0.2350368059613764
Sebastian Klaas,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.2912559699963061,Attacking Midfielder,0.5436628321772756,Attacking Midfielder,0.5436628321772756,Central Midfielder,0.2912559699963061
Lachlan Brook,Right Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.3252905386050447,Winger,0.6461811481257538,Winger,0.6461811481257538,Wide Midfielder,0.3252905386050447
Jan Žambůrek,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.25245452272822383,Central Midfielder,0.6827257933297746,Central Midfielder,0.6827257933297746,Defensive Midfielder,0.25245452272822383
Matthieu Huard,Left Back,Fullback,Center Back,Fullback|Center Back,0.9509720083225336,Center Back,0.03921235090822766,Fullback,0.9509720083225336,Center Back,0.03921235090822766
Robert Burbano,Right Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.2991862567668595,Wide Midfielder,0.5816507101534226,Wide Midfielder,0.5816507101534226,Winger,0.2991862567668595
Kwadwo Opoku,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.6340050936890296,Winger,0.19272741813769462,Striker,0.6340050936890296,Winger,0.19272741813769462
Fernando Román,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9959421762966908,Wide Midfielder,0.003878170041110112,Fullback,0.9959421762966908,Wide Midfielder,0.003878170041110112
Mathias Olesen,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.5686084432488556,Defensive Midfielder,0.4199637576955572,Central Midfielder,0.5686084432488556,Defensive Midfielder,0.4199637576955572
Bryan Bentaberry,Center Back,Center Back,,Center Back,0.800130607282902,,,Center Back,0.800130607282902,Fullback,0.16558638472283732
Kazeem Olaigbe,Left Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.5618686592613751,Winger,0.41031098519247444,Wide Midfielder,0.5618686592613751,Winger,0.41031098519247444
Felix Keidel,Left Back,Fullback,Central Midfielder,Fullback|Central Midfielder,0.5442890808230431,Central Midfielder,0.2737681744413365,Fullback,0.5442890808230431,Central Midfielder,0.2737681744413365
Zé Carlos,Right Back,Fullback,Central Midfielder|Wide Midfielder,Fullback|Central Midfielder|Wide Midfielder,0.14644605668128705,Central Midfielder,0.12583642014796245,Defensive Midfielder,0.7153139034887026,Fullback,0.14644605668128705
Ibrahim Diakité,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.15744023799396706,Fullback,0.8358735544143825,Fullback,0.8358735544143825,Center Back,0.15744023799396706
Pedrinho,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Wide Midfielder,Attacking Midfielder|Central Midfielder|Wide Midfielder,0.29125936382735323,Wide Midfielder,0.1683580839029973,Winger,0.5329104568611187,Attacking Midfielder,0.29125936382735323
Pablo García,Right Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.1873166229944094,Winger,0.39947717058825627,Winger,0.39947717058825627,Attacking Midfielder,0.36033454256190406
Jonathan de Guzmán,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6424484744533394,Defensive Midfielder,0.015277534205578354,Central Midfielder,0.6424484744533394,Attacking Midfielder,0.30219848290960605
Víctor García,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9979099376246992,Wide Midfielder,0.0010153369383769945,Fullback,0.9979099376246992,Wide Midfielder,0.0010153369383769945
Lyes Houri,Attacking Midfielder,Attacking Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder,0.17071467386835756,Central Midfielder,0.002853526305420067,Wide Midfielder,0.6127680137764513,Winger,0.21267495814818976
Zhang Yuning,Striker,Striker,Winger|Attacking Midfielder,Striker|Winger|Attacking Midfielder,0.9878033276665104,Winger,0.004784842053004775,Striker,0.9878033276665104,Winger,0.004784842053004775
Lucas Lingman,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.6183698959932469,Defensive Midfielder,0.008209558920792656,Central Midfielder,0.6183698959932469,Attacking Midfielder,0.3270190545490175
John McAtee,Striker,Striker,Attacking Midfielder,Striker|Attacking Midfielder,0.2401604940228182,Attacking Midfielder,0.13157240660527195,Wide Midfielder,0.3469758868542327,Winger,0.2808473236301292
Josh Earl,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.39407180360228383,Fullback,0.5908399335328863,Fullback,0.5908399335328863,Center Back,0.39407180360228383
Leon Schneider,Center Back,Center Back,,Center Back,0.8395084983554949,,,Center Back,0.8395084983554949,Defensive Midfielder,0.13691091824015275
Luis Sánchez,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Wide Midfielder,Attacking Midfielder|Central Midfielder|Wide Midfielder,0.7188028046998324,Wide Midfielder,0.09507937258622556,Attacking Midfielder,0.7188028046998324,Winger,0.12343580902149703
Niklas Tauer,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Center Back,Defensive Midfielder|Central Midfielder|Center Back,0.32088900167385803,Center Back,0.6572094449374555,Center Back,0.6572094449374555,Defensive Midfielder,0.32088900167385803
Cho Hyun Taek,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9953429250294714,Wide Midfielder,0.004242899640350094,Fullback,0.9953429250294714,Wide Midfielder,0.004242899640350094
Mads Enggård,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.8009630192368591,Defensive Midfielder,0.14398934143463607,Central Midfielder,0.8009630192368591,Defensive Midfielder,0.14398934143463607
Francisco La Mantía,Center Back,Center Back,Defensive Midfielder,Center Back|Defensive Midfielder,0.5094581289893995,Defensive Midfielder,0.033069390355655835,Center Back,0.5094581289893995,Fullback,0.45721506801310796
Máximo Alonso,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.6467827956281343,Winger,0.3478183335711559,Wide Midfielder,0.6467827956281343,Winger,0.3478183335711559
Diego Soto,Attacking Midfielder,Attacking Midfielder,Central Midfielder|Defensive Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder,0.3899569697446662,Central Midfielder,0.5688166752216527,Central Midfielder,0.5688166752216527,Attacking Midfielder,0.3899569697446662
Cihan Çanak,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.02580664551675795,Wide Midfielder,0.6102654746007721,Wide Midfielder,0.6102654746007721,Winger,0.3634489636856517
Sævar Atli Magnússon,Right Winger,Winger,Striker|Attacking Midfielder|Wide Midfielder,Winger|Striker|Attacking Midfielder|Wide Midfielder,0.17091980983617858,Striker,0.5596116892254653,Striker,0.5596116892254653,Attacking Midfielder,0.18034752530310574
Agustín Anello,Left Midfielder,Wide Midfielder,Winger,Wide Midfielder|Winger,0.27500968432292555,Winger,0.6766260760345869,Winger,0.6766260760345869,Wide Midfielder,0.27500968432292555
Andrei Gheorghiță,Right Midfielder,Wide Midfielder,Striker|Winger,Wide Midfielder|Striker|Winger,0.4005303893812938,Winger,0.4768056182642988,Winger,0.4768056182642988,Wide Midfielder,0.4005303893812938
Daniel Zabala,Center Back,Center Back,Fullback|Wide Midfielder,Center Back|Fullback|Wide Midfielder,0.41707514240290106,Fullback,0.3907606461155491,Center Back,0.41707514240290106,Fullback,0.3907606461155491
Jamie McDonnell,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.21903259159255783,Central Midfielder,0.0021653742632236303,Center Back,0.7683163052320208,Defensive Midfielder,0.21903259159255783
Tomáš Bobček,Striker,Striker,,Striker,0.9785146777597816,,,Striker,0.9785146777597816,Winger,0.011833453962229271
Luis Paz,Defensive Midfielder,Defensive Midfielder,Central Midfielder,Defensive Midfielder|Central Midfielder,0.8611436958110835,Central Midfielder,0.09086500044891828,Defensive Midfielder,0.8611436958110835,Central Midfielder,0.09086500044891828
Jacob Barrett Laursen,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6948891966811539,Wide Midfielder,0.02111493323964349,Fullback,0.6948891966811539,Defensive Midfielder,0.21000882643931884
Mario Engels,Left Winger,Winger,Striker|Wide Midfielder,Winger|Striker|Wide Midfielder,0.49812745354324617,Striker,0.2871707110879692,Winger,0.49812745354324617,Striker,0.2871707110879692
Ariel Lassiter,Left Midfielder,Wide Midfielder,Striker|Fullback,Wide Midfielder|Striker|Fullback,0.5410040401124183,Striker,0.1560669491579,Wide Midfielder,0.5410040401124183,Winger,0.28021669059876936
Nicolás Fernández,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9661636655734112,Wide Midfielder,0.03134219459210094,Fullback,0.9661636655734112,Wide Midfielder,0.03134219459210094
Tomáš Ostrák,Right Midfielder,Wide Midfielder,Central Midfielder|Defensive Midfielder|Winger,Wide Midfielder|Central Midfielder|Defensive Midfielder|Winger,0.48330604103600344,Winger,0.11974238001228443,Wide Midfielder,0.48330604103600344,Attacking Midfielder,0.28470903522597046
Lewis Miller,Right Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.7897733532793489,Center Back,0.1421976239094757,Fullback,0.7897733532793489,Center Back,0.1421976239094757
Peter Kioso,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9464194791038057,Wide Midfielder,0.019335106010732454,Fullback,0.9464194791038057,Center Back,0.021440566384640695
Sang Bin Jeong,Striker,Striker,Attacking Midfielder|Winger,Striker|Attacking Midfielder|Winger,0.36650180919422926,Winger,0.4373324950339044,Winger,0.4373324950339044,Striker,0.36650180919422926
Tika de Jonge,Central Midfielder,Central Midfielder,Defensive Midfielder|Center Back,Central Midfielder|Defensive Midfielder|Center Back,0.6342125501300481,Defensive Midfielder,0.2550782847203242,Central Midfielder,0.6342125501300481,Defensive Midfielder,0.2550782847203242
Glendys Mina,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9827524642376408,Wide Midfielder,0.012937086154273922,Fullback,0.9827524642376408,Wide Midfielder,0.012937086154273922
Junnosuke Suzuki,Center Back,Center Back,Defensive Midfielder,Center Back|Defensive Midfielder,0.5799366510963861,Defensive Midfielder,0.36302732263689086,Center Back,0.5799366510963861,Defensive Midfielder,0.36302732263689086
Florian Bohnert,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8739806550891517,Wide Midfielder,0.0006028670626558477,Fullback,0.8739806550891517,Center Back,0.12162485658600156
Jeremy Agbonifo,Right Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.44078146335004764,Wide Midfielder,0.5212508908627304,Wide Midfielder,0.5212508908627304,Winger,0.44078146335004764
Rafa Rodrigues,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9366881418160659,Wide Midfielder,0.008996055019676708,Fullback,0.9366881418160659,Defensive Midfielder,0.038792700684038235
Izan Merino,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.16371726864695246,Defensive Midfielder,0.8343485609287885,Defensive Midfielder,0.8343485609287885,Central Midfielder,0.16371726864695246
Bartłomiej Pawłowski,Attacking Midfielder,Attacking Midfielder,Wide Midfielder|Central Midfielder,Attacking Midfielder|Wide Midfielder|Central Midfielder,0.28441141682251264,Wide Midfielder,0.32953059247538746,Winger,0.33737589447282945,Wide Midfielder,0.32953059247538746
Daleho Irandust,Right Midfielder,Wide Midfielder,Attacking Midfielder|Winger,Wide Midfielder|Attacking Midfielder|Winger,0.27127139478640405,Attacking Midfielder,0.4921415646781461,Attacking Midfielder,0.4921415646781461,Wide Midfielder,0.27127139478640405
Isaiah Young,Right Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.34880801325344946,Wide Midfielder,0.6260963168454189,Wide Midfielder,0.6260963168454189,Winger,0.34880801325344946
Yonatan Goitia,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Fullback,Defensive Midfielder|Central Midfielder|Fullback,0.8081212168807492,Fullback,0.13380894641144853,Defensive Midfielder,0.8081212168807492,Fullback,0.13380894641144853
Corey Baird,Striker,Striker,Wide Midfielder|Winger,Striker|Wide Midfielder|Winger,0.7829826835283269,Winger,0.11282374943660797,Striker,0.7829826835283269,Winger,0.11282374943660797
Leo Cornic,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9912492078198704,Wide Midfielder,0.004618700631979496,Fullback,0.9912492078198704,Wide Midfielder,0.004618700631979496
Peter Therkildsen,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.6890373458375112,Wide Midfielder,0.0025815811588342334,Fullback,0.6890373458375112,Center Back,0.21910751990757885
Brian Calderara,Left Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.057550518784638766,Fullback,0.833350826754519,Fullback,0.833350826754519,Central Midfielder,0.06610686060094847
Runar Norheim,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.8812080322594791,Wide Midfielder,0.05572163706151544,Fullback,0.8812080322594791,Wide Midfielder,0.05572163706151544
Anthony Baron,Left Back,Fullback,Center Back|Defensive Midfielder,Fullback|Center Back|Defensive Midfielder,0.8758377141675516,Defensive Midfielder,0.08234234996802342,Fullback,0.8758377141675516,Defensive Midfielder,0.08234234996802342
Raul Paula,Right Midfielder,Wide Midfielder,Fullback,Wide Midfielder|Fullback,0.25047367879897664,Fullback,1.5069693522740203e-05,Attacking Midfielder,0.49640053551877955,Wide Midfielder,0.25047367879897664
Loris Mettler,Central Midfielder,Central Midfielder,Attacking Midfielder,Central Midfielder|Attacking Midfielder,0.6466824932413054,Attacking Midfielder,0.24500159206202018,Central Midfielder,0.6466824932413054,Attacking Midfielder,0.24500159206202018
Jimi Gower,Central Midfielder,Central Midfielder,Attacking Midfielder|Defensive Midfielder,Central Midfielder|Attacking Midfielder|Defensive Midfielder,0.8304000877236434,Attacking Midfielder,0.15677987640904587,Central Midfielder,0.8304000877236434,Attacking Midfielder,0.15677987640904587
Oliver Turton,Right Back,Fullback,Center Back|Wide Midfielder,Fullback|Center Back|Wide Midfielder,0.9483839050437973,Center Back,0.029429685345627173,Fullback,0.9483839050437973,Center Back,0.029429685345627173
Hendrick Zuck,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.956604925376724,Wide Midfielder,0.014265663653935189,Fullback,0.956604925376724,Defensive Midfielder,0.015361725229843122
Paul Mullin,Striker,Striker,,Striker,0.9831134619771407,,,Striker,0.9831134619771407,Winger,0.008398910398022076
Sam Schreck,Central Midfielder,Central Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder,0.7217619007976999,Defensive Midfielder,0.24355141362172752,Central Midfielder,0.7217619007976999,Defensive Midfielder,0.24355141362172752
Sandro Ingolitsch,Right Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9490230946108538,Wide Midfielder,0.006001895454451883,Fullback,0.9490230946108538,Defensive Midfielder,0.020942778466231958
Eman Marković,Right Winger,Winger,Wide Midfielder,Winger|Wide Midfielder,0.4980224709423785,Wide Midfielder,0.38500766010283677,Winger,0.4980224709423785,Wide Midfielder,0.38500766010283677
Vasilios Zagaritis,Left Back,Fullback,Wide Midfielder,Fullback|Wide Midfielder,0.9981211029344461,Wide Midfielder,0.0009503434835258407,Fullback,0.9981211029344461,Wide Midfielder,0.0009503434835258407
Elijah Just,Left Winger,Winger,Wide Midfielder|Attacking Midfielder,Winger|Wide Midfielder|Attacking Midfielder,0.6002202604871026,Wide Midfielder,0.31954836914089424,Winger,0.6002202604871026,Wide Midfielder,0.31954836914089424
Florian Bianchini,Striker,Striker,Wide Midfielder|Winger|Attacking Midfielder,Striker|Wide Midfielder|Winger|Attacking Midfielder,0.13606916021766835,Winger,0.4659609919088499,Winger,0.4659609919088499,Wide Midfielder,0.37128274842934816
Eric Ramírez,Striker,Striker,,Striker,0.9967744712575853,,,Striker,0.9967744712575853,Attacking Midfielder,0.002189123405687705
