ID,Name,OVR,Original Position,Functional Role,Is Primary Functional Role,Is Official Alternative Functional Role,Is Officially Eligible,Role Suitability Probability
212484,Wes Burns,72,Right Midfielder,Attacking Midfielder,False,False,False,0.0020771707446488588
212484,Wes Burns,72,Right Midfielder,Center Back,False,False,False,3.592046102940207e-07
212484,Wes Burns,72,Right Midfielder,Central Midfielder,False,False,False,0.00014516266812757763
212484,Wes Burns,72,Right Midfielder,Defensive Midfielder,False,False,False,8.224383990273719e-06
212484,Wes Burns,72,Right Midfielder,Fullback,False,False,False,0.07967775686416916
212484,Wes Burns,72,Right Midfielder,Striker,False,False,False,0.005957080414270395
212484,Wes Burns,72,Right Midfielder,Wide Midfielder,True,False,True,0.67459487491165
212484,Wes Burns,72,Right Midfielder,Winger,False,True,True,0.2375393708085334
233487,Riley McGree,72,Left Midfielder,Attacking Midfielder,False,True,True,0.2723569659761559
233487,Riley McGree,72,Left Midfielder,Center Back,False,False,False,2.462811426993956e-05
233487,Riley McGree,72,Left Midfielder,Central Midfielder,False,False,False,0.23393342113596668
233487,Riley McGree,72,Left Midfielder,Defensive Midfielder,False,False,False,0.020600580983869618
233487,Riley McGree,72,Left Midfielder,Fullback,False,False,False,0.043059816950852335
233487,Riley McGree,72,Left Midfielder,Striker,False,False,False,0.01336863571228061
233487,Riley McGree,72,Left Midfielder,Wide Midfielder,True,False,True,0.29184981788601455
233487,Riley McGree,72,Left Midfielder,Winger,False,True,True,0.12480613324059042
238363,Raphael Obermair,72,Right Midfielder,Attacking Midfielder,False,False,False,0.0040983374957145
238363,Raphael Obermair,72,Right Midfielder,Center Back,False,False,False,3.530917718390145e-05
238363,Raphael Obermair,72,Right Midfielder,Central Midfielder,False,False,False,0.005010042150240799
238363,Raphael Obermair,72,Right Midfielder,Defensive Midfielder,False,False,False,0.0023387404612224627
238363,Raphael Obermair,72,Right Midfielder,Fullback,False,False,False,0.7739274679837939
238363,Raphael Obermair,72,Right Midfielder,Striker,False,False,False,0.00022720968389806765
238363,Raphael Obermair,72,Right Midfielder,Wide Midfielder,True,False,True,0.1884239837039672
238363,Raphael Obermair,72,Right Midfielder,Winger,False,True,True,0.0259389093439792
274952,Oscar Højlund,72,Central Midfielder,Attacking Midfielder,False,False,False,0.0660808088551852
274952,Oscar Højlund,72,Central Midfielder,Center Back,False,False,False,0.004667555982147265
274952,Oscar Højlund,72,Central Midfielder,Central Midfielder,True,False,True,0.5836586735793006
274952,Oscar Højlund,72,Central Midfielder,Defensive Midfielder,False,True,True,0.3410020828924772
274952,Oscar Højlund,72,Central Midfielder,Fullback,False,False,False,0.0019363584635155068
274952,Oscar Højlund,72,Central Midfielder,Striker,False,False,False,0.0010537719138181626
274952,Oscar Højlund,72,Central Midfielder,Wide Midfielder,False,False,False,0.0011066554464577829
274952,Oscar Højlund,72,Central Midfielder,Winger,False,False,False,0.0004940928670983326
221001,Ulrik Saltnes,72,Central Midfielder,Attacking Midfielder,False,True,True,0.08959715316174785
221001,Ulrik Saltnes,72,Central Midfielder,Center Back,False,False,False,0.013615304823255781
221001,Ulrik Saltnes,72,Central Midfielder,Central Midfielder,True,False,True,0.636559057659404
221001,Ulrik Saltnes,72,Central Midfielder,Defensive Midfielder,False,False,False,0.22944224341749178
221001,Ulrik Saltnes,72,Central Midfielder,Fullback,False,False,False,0.01255693639917712
221001,Ulrik Saltnes,72,Central Midfielder,Striker,False,False,False,0.0069358621996667294
221001,Ulrik Saltnes,72,Central Midfielder,Wide Midfielder,False,False,False,0.008045127592166497
221001,Ulrik Saltnes,72,Central Midfielder,Winger,False,False,False,0.0032483147470903444
239361,Dani de Wit,72,Attacking Midfielder,Attacking Midfielder,True,False,True,0.1551214859059152
239361,Dani de Wit,72,Attacking Midfielder,Center Back,False,False,False,0.006124365547744031
239361,Dani de Wit,72,Attacking Midfielder,Central Midfielder,False,True,True,0.4686604691662443
239361,Dani de Wit,72,Attacking Midfielder,Defensive Midfielder,False,False,False,0.2694918668295478
239361,Dani de Wit,72,Attacking Midfielder,Fullback,False,False,False,0.00023431928667024543
239361,Dani de Wit,72,Attacking Midfielder,Striker,False,False,False,0.09952683472285039
239361,Dani de Wit,72,Attacking Midfielder,Wide Midfielder,False,False,False,0.0003837957141493531
239361,Dani de Wit,72,Attacking Midfielder,Winger,False,False,False,0.00045686282687859553
243525,Robert Ljubičić,72,Central Midfielder,Attacking Midfielder,False,True,True,0.14859536181376767
243525,Robert Ljubičić,72,Central Midfielder,Center Back,False,False,False,0.00015349404855373
243525,Robert Ljubičić,72,Central Midfielder,Central Midfielder,True,False,True,0.7423241528259202
243525,Robert Ljubičić,72,Central Midfielder,Defensive Midfielder,False,False,False,0.07297065566675351
243525,Robert Ljubičić,72,Central Midfielder,Fullback,False,False,False,0.0068721681073153785
243525,Robert Ljubičić,72,Central Midfielder,Striker,False,False,False,0.0006431180666007949
243525,Robert Ljubičić,72,Central Midfielder,Wide Midfielder,False,False,False,0.02027249700973916
243525,Robert Ljubičić,72,Central Midfielder,Winger,False,False,False,0.008168552461349503
255137,José Cifuentes,72,Central Midfielder,Attacking Midfielder,False,False,False,0.03999593311356092
255137,José Cifuentes,72,Central Midfielder,Center Back,False,False,False,0.0066877375550390295
255137,José Cifuentes,72,Central Midfielder,Central Midfielder,True,False,True,0.5992565795686884
255137,José Cifuentes,72,Central Midfielder,Defensive Midfielder,False,False,False,0.3500033789946668
255137,José Cifuentes,72,Central Midfielder,Fullback,False,False,False,0.0016722112109668413
255137,José Cifuentes,72,Central Midfielder,Striker,False,False,False,0.0002824591744666606
255137,José Cifuentes,72,Central Midfielder,Wide Midfielder,False,False,False,0.0018150054811773232
255137,José Cifuentes,72,Central Midfielder,Winger,False,False,False,0.00028669490143400724
262644,Cebrail Makreckis,72,Right Back,Attacking Midfielder,False,False,False,0.031926457706831494
262644,Cebrail Makreckis,72,Right Back,Center Back,False,False,False,0.000411834540888375
262644,Cebrail Makreckis,72,Right Back,Central Midfielder,False,False,False,0.1798228706462761
262644,Cebrail Makreckis,72,Right Back,Defensive Midfielder,False,True,True,0.09976134517784245
262644,Cebrail Makreckis,72,Right Back,Fullback,True,False,True,0.42256553394256413
262644,Cebrail Makreckis,72,Right Back,Striker,False,False,False,0.00011836392462188617
262644,Cebrail Makreckis,72,Right Back,Wide Midfielder,False,True,True,0.24214639504520316
262644,Cebrail Makreckis,72,Right Back,Winger,False,False,False,0.02324719901577243
199323,Jaroslav Zelený,72,Center Back,Attacking Midfielder,False,False,False,0.010595301089886662
199323,Jaroslav Zelený,72,Center Back,Center Back,True,False,True,0.22076900404732444
199323,Jaroslav Zelený,72,Center Back,Central Midfielder,False,False,False,0.04582060471913681
199323,Jaroslav Zelený,72,Center Back,Defensive Midfielder,False,False,False,0.0519816677996183
199323,Jaroslav Zelený,72,Center Back,Fullback,False,True,True,0.6276341970409486
199323,Jaroslav Zelený,72,Center Back,Striker,False,False,False,0.001610878021929525
199323,Jaroslav Zelený,72,Center Back,Wide Midfielder,False,True,True,0.03660620688540884
199323,Jaroslav Zelený,72,Center Back,Winger,False,False,False,0.004982140395746925
221969,Filip Mladenović,72,Left Back,Attacking Midfielder,False,False,False,0.052708444968798736
221969,Filip Mladenović,72,Left Back,Center Back,False,False,False,0.00017558280207375626
221969,Filip Mladenović,72,Left Back,Central Midfielder,False,False,False,0.13238765298774524
221969,Filip Mladenović,72,Left Back,Defensive Midfielder,False,False,False,0.031333669713275
221969,Filip Mladenović,72,Left Back,Fullback,True,False,True,0.4979588138359329
221969,Filip Mladenović,72,Left Back,Striker,False,False,False,0.0019163467007875233
221969,Filip Mladenović,72,Left Back,Wide Midfielder,False,True,True,0.22563512182559406
221969,Filip Mladenović,72,Left Back,Winger,False,False,False,0.057884367165792754
232477,Sultan Al Ghannam,72,Right Back,Attacking Midfielder,False,False,False,0.015881396655197916
232477,Sultan Al Ghannam,72,Right Back,Center Back,False,False,False,1.829002244331154e-06
232477,Sultan Al Ghannam,72,Right Back,Central Midfielder,False,False,False,0.019655904672640837
232477,Sultan Al Ghannam,72,Right Back,Defensive Midfielder,False,False,False,0.0016168785549345584
232477,Sultan Al Ghannam,72,Right Back,Fullback,True,False,True,0.375548111409984
232477,Sultan Al Ghannam,72,Right Back,Striker,False,False,False,3.055247917540306e-05
232477,Sultan Al Ghannam,72,Right Back,Wide Midfielder,False,True,True,0.48709692147380945
232477,Sultan Al Ghannam,72,Right Back,Winger,False,False,False,0.10016840575201348
260593,Gonzalo Abrego,72,Central Midfielder,Attacking Midfielder,False,True,True,0.03141719243991996
260593,Gonzalo Abrego,72,Central Midfielder,Center Back,False,False,False,0.000978340684983645
260593,Gonzalo Abrego,72,Central Midfielder,Central Midfielder,True,False,True,0.5246855738870482
260593,Gonzalo Abrego,72,Central Midfielder,Defensive Midfielder,False,True,True,0.44238690827402855
260593,Gonzalo Abrego,72,Central Midfielder,Fullback,False,False,False,0.00025589807265494403
260593,Gonzalo Abrego,72,Central Midfielder,Striker,False,False,False,1.564886350926501e-05
260593,Gonzalo Abrego,72,Central Midfielder,Wide Midfielder,False,False,False,0.0002147538835485307
260593,Gonzalo Abrego,72,Central Midfielder,Winger,False,False,False,4.568389430684024e-05
202489,Dimitri Bisoli,72,Central Midfielder,Attacking Midfielder,False,False,False,0.05942277607602895
202489,Dimitri Bisoli,72,Central Midfielder,Center Back,False,False,False,0.00015276433535578562
202489,Dimitri Bisoli,72,Central Midfielder,Central Midfielder,True,False,True,0.6616535384797928
202489,Dimitri Bisoli,72,Central Midfielder,Defensive Midfielder,False,True,True,0.25641002275717967
202489,Dimitri Bisoli,72,Central Midfielder,Fullback,False,False,False,0.013406355552267086
202489,Dimitri Bisoli,72,Central Midfielder,Striker,False,False,False,0.000649766852223647
202489,Dimitri Bisoli,72,Central Midfielder,Wide Midfielder,False,False,False,0.005884880612440936
202489,Dimitri Bisoli,72,Central Midfielder,Winger,False,False,False,0.0024198953347111525
246434,John Björkengren,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.0035921267328994423
246434,John Björkengren,72,Defensive Midfielder,Center Back,False,False,False,0.01706842834754587
246434,John Björkengren,72,Defensive Midfielder,Central Midfielder,False,True,True,0.15832135870337452
246434,John Björkengren,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.5775570233507462
246434,John Björkengren,72,Defensive Midfielder,Fullback,False,False,False,0.23941425440968517
246434,John Björkengren,72,Defensive Midfielder,Striker,False,False,False,1.5136177132226813e-05
246434,John Björkengren,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.003710303245629462
246434,John Björkengren,72,Defensive Midfielder,Winger,False,False,False,0.0003213690329870582
269622,Federico Redondo,72,Central Midfielder,Attacking Midfielder,False,False,False,0.018564001088690826
269622,Federico Redondo,72,Central Midfielder,Center Back,False,False,False,0.003081028237817942
269622,Federico Redondo,72,Central Midfielder,Central Midfielder,True,False,True,0.36814036742505224
269622,Federico Redondo,72,Central Midfielder,Defensive Midfielder,False,True,True,0.595980233458245
269622,Federico Redondo,72,Central Midfielder,Fullback,False,False,False,0.011044041143771974
269622,Federico Redondo,72,Central Midfielder,Striker,False,False,False,4.0426405489211173e-05
269622,Federico Redondo,72,Central Midfielder,Wide Midfielder,False,False,False,0.002705832147602997
269622,Federico Redondo,72,Central Midfielder,Winger,False,False,False,0.0004440700933296967
199792,Anders Christiansen,72,Attacking Midfielder,Attacking Midfielder,True,False,True,0.43576223969457617
199792,Anders Christiansen,72,Attacking Midfielder,Center Back,False,False,False,7.743133506980781e-05
199792,Anders Christiansen,72,Attacking Midfielder,Central Midfielder,False,True,True,0.4482490858967234
199792,Anders Christiansen,72,Attacking Midfielder,Defensive Midfielder,False,False,False,0.07014602822166359
199792,Anders Christiansen,72,Attacking Midfielder,Fullback,False,False,False,0.005499005777807539
199792,Anders Christiansen,72,Attacking Midfielder,Striker,False,False,False,0.012821698354779313
199792,Anders Christiansen,72,Attacking Midfielder,Wide Midfielder,False,False,False,0.01638148773138051
199792,Anders Christiansen,72,Attacking Midfielder,Winger,False,False,False,0.011063022987999566
220421,Hassane Kamara,72,Left Back,Attacking Midfielder,False,False,False,0.0021727642558974744
220421,Hassane Kamara,72,Left Back,Center Back,False,False,False,3.679240000259381e-05
220421,Hassane Kamara,72,Left Back,Central Midfielder,False,False,False,0.011910531485878745
220421,Hassane Kamara,72,Left Back,Defensive Midfielder,False,False,False,0.012548383241089173
220421,Hassane Kamara,72,Left Back,Fullback,True,False,True,0.8907000336775673
220421,Hassane Kamara,72,Left Back,Striker,False,False,False,2.1498439674423788e-05
220421,Hassane Kamara,72,Left Back,Wide Midfielder,False,True,True,0.07395935021115535
220421,Hassane Kamara,72,Left Back,Winger,False,False,False,0.008650646288734886
240976,Marcelo Saracchi,72,Left Back,Attacking Midfielder,False,False,False,0.027254602292518287
240976,Marcelo Saracchi,72,Left Back,Center Back,False,False,False,7.79120380931136e-05
240976,Marcelo Saracchi,72,Left Back,Central Midfielder,False,False,False,0.027314572657462465
240976,Marcelo Saracchi,72,Left Back,Defensive Midfielder,False,False,False,0.014277584006814557
240976,Marcelo Saracchi,72,Left Back,Fullback,True,False,True,0.7146141368876596
240976,Marcelo Saracchi,72,Left Back,Striker,False,False,False,0.0002851021516818964
240976,Marcelo Saracchi,72,Left Back,Wide Midfielder,False,True,True,0.16909090611741054
240976,Marcelo Saracchi,72,Left Back,Winger,False,False,False,0.04708518384835939
246444,Tomoki Iwata,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.00662209278252531
246444,Tomoki Iwata,72,Defensive Midfielder,Center Back,False,True,True,0.05887175340453579
246444,Tomoki Iwata,72,Defensive Midfielder,Central Midfielder,False,True,True,0.3013839890668174
246444,Tomoki Iwata,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.6261530692704752
246444,Tomoki Iwata,72,Defensive Midfielder,Fullback,False,False,False,0.006044931625525965
246444,Tomoki Iwata,72,Defensive Midfielder,Striker,False,False,False,0.0006558661593453918
246444,Tomoki Iwata,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.00023337600829664848
246444,Tomoki Iwata,72,Defensive Midfielder,Winger,False,False,False,3.4921682478294215e-05
251076,Adrian Șut,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.0017071388424737442
251076,Adrian Șut,72,Defensive Midfielder,Center Back,False,False,False,0.01387028382000166
251076,Adrian Șut,72,Defensive Midfielder,Central Midfielder,False,True,True,0.13077848440580608
251076,Adrian Șut,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.8361975140247186
251076,Adrian Șut,72,Defensive Midfielder,Fullback,False,False,False,0.017104387675387748
251076,Adrian Șut,72,Defensive Midfielder,Striker,False,False,False,3.773832751756778e-05
251076,Adrian Șut,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.000249779130347372
251076,Adrian Șut,72,Defensive Midfielder,Winger,False,False,False,5.4673773747176956e-05
258093,Million Manhoef,72,Right Midfielder,Attacking Midfielder,False,False,False,0.02659205248160198
258093,Million Manhoef,72,Right Midfielder,Center Back,False,False,False,1.2758098079966965e-06
258093,Million Manhoef,72,Right Midfielder,Central Midfielder,False,False,False,0.0017522199338409865
258093,Million Manhoef,72,Right Midfielder,Defensive Midfielder,False,False,False,3.369142104924508e-05
258093,Million Manhoef,72,Right Midfielder,Fullback,False,False,False,0.0072331701238875805
258093,Million Manhoef,72,Right Midfielder,Striker,False,False,False,0.03380121906710791
258093,Million Manhoef,72,Right Midfielder,Wide Midfielder,True,False,True,0.5742293150304659
258093,Million Manhoef,72,Right Midfielder,Winger,False,True,True,0.35635705613223834
268756,Daniele Casiraghi,72,Central Midfielder,Attacking Midfielder,False,True,True,0.303427742205013
268756,Daniele Casiraghi,72,Central Midfielder,Center Back,False,False,False,2.076909310661305e-06
268756,Daniele Casiraghi,72,Central Midfielder,Central Midfielder,True,False,True,0.6273157066591537
268756,Daniele Casiraghi,72,Central Midfielder,Defensive Midfielder,False,False,False,0.027772169297973326
268756,Daniele Casiraghi,72,Central Midfielder,Fullback,False,False,False,0.0011466190435037446
268756,Daniele Casiraghi,72,Central Midfielder,Striker,False,False,False,0.0014635134667203337
268756,Daniele Casiraghi,72,Central Midfielder,Wide Midfielder,False,False,False,0.027602388502542402
268756,Daniele Casiraghi,72,Central Midfielder,Winger,False,False,False,0.011269783915782833
208535,Alfred Duncan,72,Central Midfielder,Attacking Midfielder,False,True,True,0.002355590688607329
208535,Alfred Duncan,72,Central Midfielder,Center Back,False,False,False,0.04592987170853674
208535,Alfred Duncan,72,Central Midfielder,Central Midfielder,True,False,True,0.1170032551416931
208535,Alfred Duncan,72,Central Midfielder,Defensive Midfielder,False,True,True,0.7402969115256898
208535,Alfred Duncan,72,Central Midfielder,Fullback,False,False,False,0.09352945464737193
208535,Alfred Duncan,72,Central Midfielder,Striker,False,False,False,3.2224707437061394e-05
208535,Alfred Duncan,72,Central Midfielder,Wide Midfielder,False,False,False,0.0007947827084544976
208535,Alfred Duncan,72,Central Midfielder,Winger,False,False,False,5.790887220953806e-05
213301,Sascha Horvath,72,Central Midfielder,Attacking Midfielder,False,False,False,0.43301275825338253
213301,Sascha Horvath,72,Central Midfielder,Center Back,False,False,False,1.0726790659312512e-09
213301,Sascha Horvath,72,Central Midfielder,Central Midfielder,True,False,True,0.382409193468678
213301,Sascha Horvath,72,Central Midfielder,Defensive Midfielder,False,True,True,0.0031196717284078562
213301,Sascha Horvath,72,Central Midfielder,Fullback,False,False,False,0.0010942662750301334
213301,Sascha Horvath,72,Central Midfielder,Striker,False,False,False,0.00011797747247322237
213301,Sascha Horvath,72,Central Midfielder,Wide Midfielder,False,False,False,0.1182509408432192
213301,Sascha Horvath,72,Central Midfielder,Winger,False,False,False,0.06199519088613002
216158,Silvan Widmer,72,Right Back,Attacking Midfielder,False,False,False,0.0053048333707567015
216158,Silvan Widmer,72,Right Back,Center Back,False,False,False,0.06418363744654382
216158,Silvan Widmer,72,Right Back,Central Midfielder,False,False,False,0.02331771889743125
216158,Silvan Widmer,72,Right Back,Defensive Midfielder,False,False,False,0.028683561211573286
216158,Silvan Widmer,72,Right Back,Fullback,True,False,True,0.8312582622274516
216158,Silvan Widmer,72,Right Back,Striker,False,False,False,0.000668864445307023
216158,Silvan Widmer,72,Right Back,Wide Midfielder,False,True,True,0.04121270713311189
216158,Silvan Widmer,72,Right Back,Winger,False,False,False,0.005370415267824284
229472,Finn Porath,72,Left Midfielder,Attacking Midfielder,False,False,False,0.03305806701380623
229472,Finn Porath,72,Left Midfielder,Center Back,False,False,False,0.0006717649252904163
229472,Finn Porath,72,Left Midfielder,Central Midfielder,False,True,True,0.29128570415417837
229472,Finn Porath,72,Left Midfielder,Defensive Midfielder,False,False,False,0.24554933929354505
229472,Finn Porath,72,Left Midfielder,Fullback,False,True,True,0.3591203507989366
229472,Finn Porath,72,Left Midfielder,Striker,False,False,False,0.00010698659436580769
229472,Finn Porath,72,Left Midfielder,Wide Midfielder,True,False,True,0.06341382750696399
229472,Finn Porath,72,Left Midfielder,Winger,False,False,False,0.006793959712913479
235570,Gaius Makouta,72,Defensive Midfielder,Attacking Midfielder,False,True,True,0.23314522329090873
235570,Gaius Makouta,72,Defensive Midfielder,Center Back,False,False,False,0.0004133196527219957
235570,Gaius Makouta,72,Defensive Midfielder,Central Midfielder,False,True,True,0.6462956610926267
235570,Gaius Makouta,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.10016905824261672
235570,Gaius Makouta,72,Defensive Midfielder,Fullback,False,False,False,0.0009950980981228077
235570,Gaius Makouta,72,Defensive Midfielder,Striker,False,False,False,0.004670259306054107
235570,Gaius Makouta,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.010145348436771066
235570,Gaius Makouta,72,Defensive Midfielder,Winger,False,False,False,0.00416603188017791
237424,Paik Seung Ho,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.045863593781147106
237424,Paik Seung Ho,72,Defensive Midfielder,Center Back,False,False,False,3.543065648990489e-05
237424,Paik Seung Ho,72,Defensive Midfielder,Central Midfielder,False,True,True,0.6405133843513243
237424,Paik Seung Ho,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.31187460287616586
237424,Paik Seung Ho,72,Defensive Midfielder,Fullback,False,False,False,0.0006428608900339569
237424,Paik Seung Ho,72,Defensive Midfielder,Striker,False,False,False,5.539174482990672e-05
237424,Paik Seung Ho,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.0008026497606520627
237424,Paik Seung Ho,72,Defensive Midfielder,Winger,False,False,False,0.0002120859393569428
239512,Melle Meulensteen,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.05018178586970521
239512,Melle Meulensteen,72,Defensive Midfielder,Center Back,False,False,False,0.18108232107958194
239512,Melle Meulensteen,72,Defensive Midfielder,Central Midfielder,False,True,True,0.37628636531582954
239512,Melle Meulensteen,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.37231964459947176
239512,Melle Meulensteen,72,Defensive Midfielder,Fullback,False,False,False,0.010441135068671635
239512,Melle Meulensteen,72,Defensive Midfielder,Striker,False,False,False,0.007340514439742824
239512,Melle Meulensteen,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.001605937342894581
239512,Melle Meulensteen,72,Defensive Midfielder,Winger,False,False,False,0.0007422962841024918
243646,Benjamin Nygren,72,Central Midfielder,Attacking Midfielder,False,True,True,0.7701837294064907
243646,Benjamin Nygren,72,Central Midfielder,Center Back,False,False,False,5.5521557437469026e-08
243646,Benjamin Nygren,72,Central Midfielder,Central Midfielder,True,False,True,0.05131212389829855
243646,Benjamin Nygren,72,Central Midfielder,Defensive Midfielder,False,False,False,5.8589504125194136e-05
243646,Benjamin Nygren,72,Central Midfielder,Fullback,False,False,False,1.125568948333487e-05
243646,Benjamin Nygren,72,Central Midfielder,Striker,False,False,False,0.10484936498420142
243646,Benjamin Nygren,72,Central Midfielder,Wide Midfielder,False,False,False,0.033130146058521805
243646,Benjamin Nygren,72,Central Midfielder,Winger,False,True,True,0.04045473493732156
244197,Corpas,72,Right Midfielder,Attacking Midfielder,False,False,False,0.020562537542533756
244197,Corpas,72,Right Midfielder,Center Back,False,False,False,4.136535922181997e-06
244197,Corpas,72,Right Midfielder,Central Midfielder,False,False,False,0.026248024206147205
244197,Corpas,72,Right Midfielder,Defensive Midfielder,False,False,False,0.009119032278890049
244197,Corpas,72,Right Midfielder,Fullback,False,True,True,0.3745097038406884
244197,Corpas,72,Right Midfielder,Striker,False,False,False,3.9120598676398554e-05
244197,Corpas,72,Right Midfielder,Wide Midfielder,True,False,True,0.4625241989139053
244197,Corpas,72,Right Midfielder,Winger,False,True,True,0.10699324608323671
244318,Loïc Lapoussin,72,Left Midfielder,Attacking Midfielder,False,False,False,0.03560213403533529
244318,Loïc Lapoussin,72,Left Midfielder,Center Back,False,False,False,2.2376298050971123e-06
244318,Loïc Lapoussin,72,Left Midfielder,Central Midfielder,False,False,False,0.5690204044655587
244318,Loïc Lapoussin,72,Left Midfielder,Defensive Midfielder,False,False,False,0.2900657850081858
244318,Loïc Lapoussin,72,Left Midfielder,Fullback,False,True,True,0.06480008135633392
244318,Loïc Lapoussin,72,Left Midfielder,Striker,False,False,False,1.746090513912166e-05
244318,Loïc Lapoussin,72,Left Midfielder,Wide Midfielder,True,False,True,0.030389790720232058
244318,Loïc Lapoussin,72,Left Midfielder,Winger,False,True,True,0.010102105879410005
244895,Alhassan Yusuf,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.020722154056694277
244895,Alhassan Yusuf,72,Defensive Midfielder,Center Back,False,False,False,0.000539335434025617
244895,Alhassan Yusuf,72,Defensive Midfielder,Central Midfielder,False,True,True,0.40141978988618254
244895,Alhassan Yusuf,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.4863391303822934
244895,Alhassan Yusuf,72,Defensive Midfielder,Fullback,False,False,False,0.07272356746554429
244895,Alhassan Yusuf,72,Defensive Midfielder,Striker,False,False,False,4.381951665250229e-05
244895,Alhassan Yusuf,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.01649738910993079
244895,Alhassan Yusuf,72,Defensive Midfielder,Winger,False,False,False,0.0017148141486765308
247093,Sebastián Pedroza,72,Defensive Midfielder,Attacking Midfielder,False,False,False,0.004558592416883348
247093,Sebastián Pedroza,72,Defensive Midfielder,Center Back,False,False,False,0.001480551618162567
247093,Sebastián Pedroza,72,Defensive Midfielder,Central Midfielder,False,True,True,0.1706503834818029
247093,Sebastián Pedroza,72,Defensive Midfielder,Defensive Midfielder,True,False,True,0.7637505627608908
247093,Sebastián Pedroza,72,Defensive Midfielder,Fullback,False,False,False,0.057563530686225196
247093,Sebastián Pedroza,72,Defensive Midfielder,Striker,False,False,False,2.719640756303705e-06
247093,Sebastián Pedroza,72,Defensive Midfielder,Wide Midfielder,False,False,False,0.0016201121228964466
247093,Sebastián Pedroza,72,Defensive Midfielder,Winger,False,False,False,0.00037354727238253304
251438,Nuno Santos,72,Left Midfielder,Attacking Midfielder,False,False,False,0.27000273463594093
251438,Nuno Santos,72,Left Midfielder,Center Back,False,False,False,6.205725546502394e-05
251438,Nuno Santos,72,Left Midfielder,Central Midfielder,False,True,True,0.3563561689249287
251438,Nuno Santos,72,Left Midfielder,Defensive Midfielder,False,False,False,0.018429409486990445
251438,Nuno Santos,72,Left Midfielder,Fullback,False,False,False,0.0780053551027657
251438,Nuno Santos,72,Left Midfielder,Striker,False,False,False,0.004845846128116364
251438,Nuno Santos,72,Left Midfielder,Wide Midfielder,True,False,True,0.2097696922553214
251438,Nuno Santos,72,Left Midfielder,Winger,False,True,True,0.06252873621047138
276119,Nicolai Remberg,72,Central Midfielder,Attacking Midfielder,False,False,False,0.00021316142911329572
276119,Nicolai Remberg,72,Central Midfielder,Center Back,False,False,False,0.13194662500433132
276119,Nicolai Remberg,72,Central Midfielder,Central Midfielder,True,False,True,0.0398867453007805
276119,Nicolai Remberg,72,Central Midfielder,Defensive Midfielder,False,True,True,0.8273944371249724
276119,Nicolai Remberg,72,Central Midfielder,Fullback,False,False,False,0.000551399560419783
276119,Nicolai Remberg,72,Central Midfielder,Striker,False,False,False,2.3345744059465808e-06
276119,Nicolai Remberg,72,Central Midfielder,Wide Midfielder,False,False,False,4.874419737913807e-06
276119,Nicolai Remberg,72,Central Midfielder,Winger,False,False,False,4.2258623872273117e-07
204612,Ole Kristian Selnæs,72,Central Midfielder,Attacking Midfielder,False,False,False,0.04615840107231405
204612,Ole Kristian Selnæs,72,Central Midfielder,Center Back,False,False,False,0.018224794405391664
204612,Ole Kristian Selnæs,72,Central Midfielder,Central Midfielder,True,False,True,0.48975314321332086
204612,Ole Kristian Selnæs,72,Central Midfielder,Defensive Midfielder,False,True,True,0.42542151512642545
204612,Ole Kristian Selnæs,72,Central Midfielder,Fullback,False,False,False,0.016402275099643978
204612,Ole Kristian Selnæs,72,Central Midfielder,Striker,False,False,False,0.0009060393157743033
204612,Ole Kristian Selnæs,72,Central Midfielder,Wide Midfielder,False,False,False,0.0024121671973182123
204612,Ole Kristian Selnæs,72,Central Midfielder,Winger,False,False,False,0.0007216645698113129
228645,Lukas Görtler,72,Central Midfielder,Attacking Midfielder,False,False,False,0.4118689710583385
228645,Lukas Görtler,72,Central Midfielder,Center Back,False,False,False,8.460795625665376e-07
228645,Lukas Görtler,72,Central Midfielder,Central Midfielder,True,False,True,0.4989943286763112
228645,Lukas Görtler,72,Central Midfielder,Defensive Midfielder,False,True,True,0.004438640134389311
228645,Lukas Görtler,72,Central Midfielder,Fullback,False,False,False,0.00023747174789782695
228645,Lukas Görtler,72,Central Midfielder,Striker,False,False,False,0.004949810475381867
228645,Lukas Görtler,72,Central Midfielder,Wide Midfielder,False,False,False,0.04269949088184179
