ID,Suitability: Attacking Midfielder,Suitability: Center Back,Suitability: Central Midfielder,Suitability: Defensive Midfielder,Suitability: Full Back,Suitability: Striker,Suitability: Wide Midfielder,Suitability: Winger
247974,,,67.66239713478117,75.83,,,,
247978,,77.1,,,,,,
247985,,,67.5173359284282,,74.388,,,
248002,,74.25,,,,,,
248003,,78.74000000000001,,,,,,
248010,,,56.971463023741784,73.06,,,,
248021,,76.53999999999999,,,,,,
248040,,75.67,,,,,,
248041,,,,,74.8,,,
248049,,,,,,,72.5330318410898,80.908
248050,,,,,80.94,,58.76680009404817,
248053,,,,,80.21000000000001,,,
248056,,,,51.02836581395077,74.1,,,
248057,,,54.809084302821915,76.24,,,,
248060,,,,,,,80.4,61.41972613086087
248095,,59.49907031061058,,,77.464,,,
248101,,,71.906,50.309065390489934,,,,
248105,,78.48,,,,,,
248107,,,,,76.08,,,
248110,,74.31,,59.11027975509071,,,,
248111,,58.52613808937832,,76.34,,,,
248112,,,75.616,57.31866048031972,,,,
248117,64.11444037377613,,71.44200000000001,,,,,
248118,64.43411626996735,,,,,,73.566,
248123,54.056637999093056,,,,,51.44787574024191,72.92,
248126,,,,,,71.174,,
248133,,76.73,,,,,,
248137,,77.84,,,,,,
248147,,,75.434,53.289596065631066,,,,
248148,,,76.72978041016835,86.94999999999999,,,,
248149,,,,,78.908,,60.444654247402184,
248165,,,,,85.03399999999999,,63.93534289904697,
248166,,,80.744,69.83514575678257,,,,
248167,,,,,,49.9095070255213,58.84718269364224,72.0
248168,,,52.39123641108019,,73.578,,62.04551386020107,
248169,,80.35,,,,,,
248171,,74.25,,,,,,
248174,70.54,,,,,,52.46780445195418,
248175,,,78.104,56.3437325682156,56.08439296722396,,,
248178,,,,,,,62.258926320967625,73.014
248188,,,,,,71.78157204243436,78.396,
248191,,,70.76693845127134,79.47,,,,
248199,,77.1,,,,,,
248201,,,,,,74.80199999999999,,
248207,,80.73,,,,,,
248227,,,,,,,71.50999999999999,51.39219578572082
248231,78.15,,,,,,61.712733553732726,59.619562529474095
248243,,,87.38999999999999,74.53499371873659,,,,
248245,,,,51.688961493540745,74.404,,,
248265,,75.83,,,,,,
248266,,,,,80.75,,,
248278,,80.89,,,,,,
248281,53.905732027051286,,,,,,73.76,55.56995610191627
248300,,,,,,,75.148,56.503901804008294
248311,,76.26,,,,,,
248328,,73.36,,,73.90392543478735,,,
248337,,73.48,,,,,,
248342,,80.05,,,,,,
248356,55.119314313497526,,,,,,72.05392940460807,80.612
248357,,,,72.15,,,,
248360,,,,,,,74.494,
248384,,,60.00831601363243,80.12,,,,
248385,,,,,,81.89,,
248392,50.448996450910876,,,,,,72.816,57.244169180125326
248405,,78.32,,,,,,
248408,,68.00636688149473,,,72.416,,,
248434,,,,,,76.902,,
248443,,,,73.96000000000001,66.94176729272431,,,
248458,,,70.34,48.83859937810225,,,,
248465,,,,,83.942,,,
248470,,78.09,,,,,,
248471,54.2095603195164,,77.44800000000001,,,,,
248473,,,68.20834037810467,78.15,,,,
248474,56.5324554491596,,75.744,,,,56.06578813490225,
248477,,75.39,,57.33099777860335,,,,
248484,,84.69,,,,,,
248487,,,65.92282104513743,71.32,,,,
248492,,78.37,,,,,,
248493,,,,,71.844,,,
248508,,79.14,,56.51459293710662,,,,
248539,,,,72.94,,,,
248547,59.416243786898924,,,,,,62.39895941684975,77.328
248548,,,74.816,,,,,
248550,,88.18,,,,,,
248559,,75.84898193582242,,,75.71600000000001,,,
248564,79.42,,,,,,69.49491230870633,62.221589061051226
248568,,,,,,73.328,,
248569,,,,,70.408,,,
248573,,,63.72181573091564,63.52246566956279,,,79.056,
248575,,,,,,,69.3531446680926,77.986
248576,,,56.82487702740951,74.34,,,,
248584,,,,72.3,,,,
248587,,,75.27,55.28582657054166,,,,
248602,,80.96000000000001,,,,,,
248604,,,,,75.886,,,
248661,,63.882731918598815,,78.25,,,,
248662,,,,,72.464,,,
248674,,,,,,80.06,,
248680,,,72.97200000000001,,64.37600610819153,,,
248687,,78.79,,,,,,
248688,74.76,,61.08077179851569,,,,56.16144858388035,
248692,,,,,73.23,,,
248694,,67.14936228293848,,70.43,,,,
248695,,84.77,,,,,,
248698,,81.01,,,,,,
248710,,,,,,56.342787086026114,76.274,59.207415105743465
248711,,76.22,,,,,,
248712,,,,,,78.314,,
248718,,74.98,,,63.363698577892144,,,
248723,,,64.18878152239898,70.75,,,,
248729,,,,,,,82.104,64.44807751602923
248740,,,,,,72.714,,
248765,,,,,,,75.896,55.30484560780494
248774,,72.67,53.258932373564235,64.93724324522091,,,,
248777,,,,,77.734,,,
248784,,,,,,76.916,,
248787,,,,,,75.688,,
248788,,,,,,78.594,,
248793,,,62.13005644108689,83.82,,,,
248805,58.58457432707846,,,,,79.51,,
248808,,,,,78.648,,,
248809,48.451809127519084,,70.246,,,,,
248812,,,,75.12,,,,
248820,,,,,78.718,,,
248821,,,,,76.112,,,
248836,,74.41,,,,,,
248839,,,,,,72.47200000000001,,
248854,,,62.51249469034485,80.43,,,,
248855,,77.01,,,54.38195747023253,,,
248856,,,71.50999999999999,,,,,
248857,,,,,,,78.67,58.333917968191834
248863,,,72.538,,,,,
248868,,53.66187755243556,50.82019688609191,74.7,,,,
248869,74.73,,,,,,58.328092077017274,
248870,,,58.99541097608531,77.53999999999999,,,,
248872,,,81.458,73.07591936644724,,,,
248878,,77.77,,,,,,
248880,,,,,73.674,,,
250723,,,83.726,64.63915126659265,,,,
250724,,,,,,,79.42,60.394865774374324
250725,,78.35,,,59.6688601510176,,,
250758,,60.2105592864783,,,73.22,,,
250763,,,,,,75.156,,
250764,75.39,,67.60835103494047,,,,,
250766,63.938698051744666,,74.766,,,,53.36813580896737,
250779,,76.72,,,,,,
250780,,75.12,,,,,,
250786,,,,,74.756,,,
250789,,,,,,,84.076,68.4360038521055
250791,51.59393930419288,,73.03,,,,51.38442009495776,
250805,,52.499765531345474,,,72.366,,,
250807,64.43499330584024,,,,,74.386,,
250810,,76.9,,,,,,
250811,,72.38,,,,,,
250812,,,,,,71.936,59.65664188060032,55.46064252858778
250813,,77.81,,,,,,
250816,57.786709466366894,,,,,,79.08,58.5176594023272
250822,,,71.994,49.93303751657387,,,,
250823,,55.049330671286754,,75.0,,,,
250825,,,,,,52.780653999784796,75.89,53.93279013105691
250839,,55.31618713259854,,77.45,,,,
250847,,74.59,,,,,,
250850,,75.91,,53.67992565587235,,,,
250851,,77.45,,,,,,
250853,,,58.937095282148135,77.93,,,,
250854,,,,,76.62,,54.19543225938591,
250855,57.88085556657916,,,,,,75.748,58.30904678789693
250858,,77.72642132119948,,82.71000000000001,,,,
250876,,56.293872789176085,,72.77,,,,
250881,,,61.568133370371235,78.47,,,,
250884,,,,,,74.852,,
250887,,,,,,51.93787429556576,73.662,56.40476003148555
250895,,,,71.96000000000001,,,,
250896,,74.61,,,,,,
250909,,,,,74.084,,,
250913,,,60.40278283973412,77.88,,,,
250918,,,53.33027618502136,,76.938,,55.67289266363938,
250926,,75.28999999999999,,58.342082096372664,58.63366310158537,,,
250931,,61.7599214638213,,81.23,69.09003291974122,,,
250932,,,,,72.44833166139703,,77.494,
250941,,,,,81.206,,62.41040437511201,
250946,,,,,,,77.436,54.81400835136933
250947,,,,,,,78.28999999999999,55.631168062206775
250952,,74.83616290257014,,77.07,,,,
250954,,83.15,,,,,,
250955,,83.48,,,68.08872934533781,,,
250959,,,74.52130088073666,86.38999999999999,,,,
250960,,,,,75.598,,,
250961,72.44987204941279,,,,,82.638,,
250970,,,50.80683692874625,,63.604457120044955,,73.54599999999999,
250991,,,,,76.994,,59.71377356120109,
250992,,,71.382,58.22590909325382,,,,
250993,,74.98,,,,,,
250994,,74.18,,,,,,
250997,,78.27231845821758,,78.44,,,,
250998,72.99000000000001,,,,,61.21525768953313,55.074280505984646,
251001,,,61.522465627250405,74.7,,,,
251002,,,,,,75.006,63.02907427974103,
251006,,,,,72.75,,,
251011,,,81.06,,,,,
251024,,,73.958,,,,,
251025,,,,,75.50596148992844,,78.786,
251028,,,,,,,77.718,57.85260713491424
251030,,,,,,74.082,62.79304344999799,57.17303164901783
251045,,,72.126,53.617982360299045,,,,
251052,,,,,,72.224,61.472542381416176,54.624276208822444
251076,,,58.076909679068486,79.3,,,,
251090,,,,,,75.092,,
251104,,,75.482,57.11008795350295,,,,
251105,,,,,,81.72200000000001,,
251107,74.67,,,,,,60.89204075398677,53.94320025711809
251116,,82.56,,,64.87529797783944,,,
251132,,,69.88641655446479,79.22,,,,
251134,,,,,,48.568553906428406,71.27,51.529570395601596
251138,,80.24,,,,,,
251143,,,,,75.632,,,
251149,,76.72,,,,,,
251156,,,,,,80.746,,
251161,,,,54.29676753302534,78.922,,,
251167,,80.71000000000001,,,,,,
251168,,76.15,,,,,,
251170,,,,,,79.988,61.59982849500997,60.18691923643806
251176,,,,,,,74.414,56.907452162574245
251187,54.88093038354636,,76.096,,,,,
251189,,,,,,67.15958955937339,80.494,
251191,,,,,,,79.444,60.523945373258805
251198,,,,,,78.3,,
251201,,,75.648,65.4165647617788,,,,
251212,,,,,76.214,,,
251213,,,75.92,71.31146714830163,,,,
251219,,,,,,,72.042,51.630839077718605
251223,,,,,,82.392,,
251224,,,,,,71.69,,
251229,,,,,,78.264,,
251230,,51.02645525691918,,,70.75,,,
251235,,,,,,70.574,49.36371169135035,
251236,,,,,,,70.30661667879625,78.286
251247,,,,74.94,58.646692100349654,,,
251260,,,,,,76.21600000000001,,
251272,,,,,,71.298,65.304030095111,58.4699430608845
251275,,,,,,74.1,,
251281,,,56.14864636324761,76.39,,,,
251287,,,60.017047268851606,,67.36117757426157,,78.642,
251288,,78.52,,,,,,
251289,,75.93,,,,,,
251291,52.6798058583837,,,,,71.164,62.1479849084508,
251294,,,81.536,58.46685090993459,,,,
251306,,,76.686,63.225828727039044,,,,
251311,69.42999999999999,,55.25546714676436,,,51.90235916416121,,
251312,,72.55,,,72.67541796037482,,,
251313,,,73.52,63.47208731978813,53.26398233197573,,,
251320,,76.48,,62.52990472684112,,,,
251325,,,,,75.026,,,
251335,,56.625205629502695,,,77.94800000000001,,,
251337,,80.25,,,,,,
251339,,,,,73.548,,53.257399494078825,
251342,,,,,,75.368,55.63714921774335,
251343,,77.85,,,,,,
251346,,,,,,,67.29270721739215,73.344
251349,,,,,,72.776,,
251352,,,,,,,76.618,
251353,,,,,,83.902,,
251356,78.39,,,,,,66.64237473143703,60.89228989368607
251359,,,,,,71.3,,
251368,,,,,,73.47,,
251373,,60.42341263218603,,78.11,,,,
251377,84.09,,80.44532519070954,,,,,
251380,,82.28,,,,,,
251381,,,,,,74.594,,
251385,,74.7,,,61.407217785354796,,,
251392,,,57.69043100080425,81.39,,,,
251401,,,,,,,78.562,60.85651637992274
251405,,75.73,,,,,,
251411,61.90631263687645,,76.894,,,,,
251416,,71.8,,,,,,
251417,,,,,,72.928,,
251420,,,72.838,59.677604542028234,,,,
251421,,,,,,,74.44966397928025,85.362
251427,,,,,72.358,,,
251429,,78.09082574345466,,77.64,,,,
251431,,,,,,77.468,,
251438,57.66735629081678,,64.16310408415444,,,,79.164,
251439,,,73.238,55.51753584893612,,,,
251440,52.102247485104314,,,,,,74.242,52.69233618411217
251446,,80.1,,,,,,
251451,,76.88,,,,,,
251454,70.77,,65.15064900946462,,,,,
251456,,75.53999999999999,,,,,,
251464,,,,,78.054,,,
251466,,,76.212,59.34714919362084,,,,
251469,,,,,76.436,,,
251470,86.22,,,,,,,
251479,,,63.21298096557318,,84.672,,,
251482,,,,,,,74.828,56.60105632689314
251486,,,66.51205253424813,75.22,,,,
251489,,51.187093118639325,,70.5,,,,
251497,,54.4080306758587,,75.98,,,,
251499,,,,,,73.214,55.694128222946276,53.738629707606236
251516,,,,73.74,,,,
251517,,80.73242012616802,,64.95220841348045,86.132,,,
251519,,78.31,,56.1188604502315,,,,
251521,,,,,76.412,,,
251528,,,,,77.204,,,
251530,,,,,83.05199999999999,,62.43299500216266,
251532,,,,,,76.69200000000001,63.90328558882784,64.14602634749409
251537,55.57687197137751,,67.80935618584722,,,,77.464,
251545,54.538039024927045,,,,,,76.44,54.9940263723486
251547,,,,,78.782,,,
251555,,,,77.9,63.20467421018773,,,
251560,,,75.94800000000001,68.08806797048928,,,,
251566,,,,,,,75.73078927108067,86.886
251570,75.08783474240515,,,,,,65.03312390144673,85.386
251573,,,,,82.604,,,
251575,,,,,,,80.62,61.1971794815501
251579,,,74.72200000000001,,,,,
251580,,,,,,73.174,56.689401439176656,
251590,,,,,70.982,,,
251592,,,72.57,59.006707169469664,52.527037885639714,,,
251594,,54.65018645812131,,,74.236,,,
251595,,,,,77.65,,,
251596,,,,,,,75.836,56.08653712964815
251597,,,,,,72.234,,
251599,56.654724492770505,,76.868,,,,,
251603,75.16,,55.98170213204525,,,,,
251610,52.539483339305264,,,,,73.772,56.43581770049712,
251615,,,,,83.232,,,
251616,,82.8,,,,,,
251617,56.079070489461024,,78.564,,,,,
251626,,,,,82.528,,,
251629,,,74.49600000000001,,,,,
251633,,,,,,,78.464,57.52003593984479
251634,50.477499369086516,,64.09859960498365,,,,73.416,
251642,,,51.139587198765994,49.65053526999785,71.378,,,
251651,,,,,,76.918,,
251658,,75.9,,,,,,
251662,,,74.024,67.53718483741596,,,,
251677,64.70866877638251,,,,,,76.77,55.08441393336385
251681,,79.52,,,,,,
251686,,79.15,,,,,,
251688,,,,,68.7659097396064,,74.3,
251690,80.7,,61.53711832839819,,,,66.9786288720885,
251754,,75.16,,,,,,
251756,52.95983018549081,,57.908880920980494,,,77.9,,
251761,54.64456916423005,,73.564,,,,51.14999699158211,
251762,,,,,78.03399999999999,,70.68619563003426,
251764,,75.08,,,,,,
251769,,,57.603891501036834,77.25,,,,
251770,49.37200062970282,,,,,,73.15,52.34430503181024
251781,,,,,77.586,,,
251790,65.86050050248541,,75.476,,,,,
251800,,,58.382506491056276,73.92,,,,
251804,,,,,84.446,,64.45320139646117,
251805,,68.41587578945445,,,84.78,,,
251806,,,84.168,63.84247751396728,,,,
251809,,87.02,,,,,,
251810,,,,,,83.134,,
251812,,62.15850943939188,,,73.232,,,
251819,,,,,75.896,,64.56008123962935,
251823,,,,,,70.782,,
251828,,,,,,72.488,,
251829,,78.08,,,,,,
251830,,,,,71.084,,,
251831,67.7214260768902,,55.61496085150956,,,,77.404,
251834,,,,,79.042,,,
251841,75.41,,66.37680576561017,,,,,
251842,,,,,,,70.72474950403958,76.478
251845,,,75.26,53.60055355134037,,,,
251847,,,54.10978130661754,,77.978,,57.28649982436145,
251848,,,,,,70.684,53.81495986515932,
251851,,,,,,73.614,,
251852,,,,,,63.38439863527246,85.77799999999999,67.49805165942064
251854,,,91.018,,,,,
251855,57.51140826314585,,77.27,,,,,
251870,,78.82240587939658,,,78.0,,,
251873,52.17463490538492,,,,,,75.326,59.69626037277924
251878,,,,,73.30799999999999,,,
251880,,,,,,,78.212,61.186643070995004
251884,,,,,,70.156,55.90753766092467,52.84666982500094
251891,,,,,77.018,,,
251892,,,,,,82.928,,
251894,,,,74.6,,,,
251895,,76.21000000000001,,,,,,
251905,,77.09,,,,,,
251906,,,,,,70.166,,
251908,,,,,76.422,,55.77315375761049,
251911,,,,,72.474,,57.84003156036445,
251915,,74.31,,,,,,
251920,,75.71000000000001,,,,,,
251922,,,,,,78.776,,
251924,,73.07,,,,,,
251926,,,76.776,64.47650874305764,,,,
251942,,,,,81.566,,60.934528586222655,
251951,56.89557958454764,,55.20516612174877,,,,78.05199999999999,
251954,,,,,,,82.66,67.90267518162378
251961,,,,,,77.848,,
251974,,,61.71067869901157,73.45,,,,
251977,,,,,,74.996,,
251979,,,,,73.494,,,
251981,,,,,75.316,,,
251988,70.09543087791857,,65.22457909541765,,,,82.912,
251992,,72.09,,,,,,
251994,,,,58.21832292928879,79.322,,,
252000,,,,,78.01,,,
252001,,77.99,,,,,,
252011,,73.34,,52.927675830911745,,,,
252014,,,,,77.46600000000001,,,
252016,,,,72.98,73.06220282747199,,,
252018,,79.17,,,57.69209331864649,,,
252021,,,,,,82.56,,
252025,59.68464774912211,,78.068,,,,56.50109920111649,
252027,,,80.452,66.65710163290878,,,,
252029,,,,71.52,,,,
252030,,63.47087019131405,,71.97,,,,
252031,,,,,63.258913024140185,,74.708,
252033,,,,,75.382,,,
252036,,80.33,,,,,,
252037,,,,,,84.226,,
252038,54.55631644601544,,77.162,,,,55.673503684094165,
252042,,,,,,83.738,,
252044,,,55.40561816701232,76.65,,,,
252059,,,,80.11,,,,
252060,,,80.004,,59.007029776977326,64.68841694672717,,
252064,,84.3,,63.01106774850524,,,,
252066,79.8,,64.75321786104183,,,,59.029698090480636,
252067,,,,,72.946,,,
252073,77.59,,,,,,62.433229445589426,59.891359101130675
252074,,78.46000000000001,,,,,,
252078,,,,,73.03999999999999,,,
252079,65.35048263306267,,58.29780018342457,,,,80.212,
252082,,,,,,73.484,54.95422478629839,
252083,,,,,,74.546,61.83977824442408,54.724552831302674
252084,,,,,,76.654,,
252088,51.477117103842254,,73.26,53.66530664595758,,,,
252095,,78.08,,,,,,
252096,,,,,75.244,,65.05807562959262,
252099,51.48308977110445,,,,,,70.994,48.405365276415246
252108,78.38,,,,,,56.37815551128812,
252125,53.107672216148224,,74.674,,,,,
252134,76.96000000000001,,74.0295815866733,,,,,
252137,,,,,,,71.708,57.193554067647376
252139,53.507490371714894,,74.826,,,,,
252143,61.45838764760434,,82.712,,,,,
252144,,82.83,,,65.12012240049069,,,
252145,,,,,88.864,,,
252146,,,,,78.924,,,
252148,53.75654052910038,,76.316,,,,,
252162,,,,,,81.356,,
252164,,,,,,76.294,,
252168,,78.34,,,,,,
252169,,,,,73.79599999999999,,,
252175,,,71.008,60.691936634310494,,,,
252183,,,,,76.474,,,
252185,,71.95,,,,,,
252192,,,,,79.338,,59.86155602268519,
252193,,,,,,76.884,67.36741361409612,57.74709770811213
252208,,,,,80.35,,,
252209,,,,,,72.32,57.97695238526477,52.14998664816405
252223,,74.25,,,,,,
252225,,62.474719785984156,,72.56,,,,
252231,,71.49,,,,,,
252238,60.96651075119624,,,,,,80.892,59.00660733550147
252239,58.11428236430615,,78.202,,,,,
252240,,,75.94200000000001,,54.963744471619684,,54.30793688432231,
252252,,76.44,,,,,,
252254,,,,,73.59777346157647,,74.938,
252259,82.78,,66.74602979401573,,,,61.1563197330278,
252263,,,,,71.58191305297179,,73.554,
252268,,,,,76.232,,,
252278,48.30337171380776,,71.366,,,,56.03322444820965,
252290,,,69.92021090621236,80.56,,,,
252293,,,,,81.718,,,
252302,,,,,75.47200000000001,,,
252308,,,61.02866794125656,83.78,,,,
252313,,,76.998,63.990884839274564,,,,
252315,,,,,78.036,,,
252316,,79.4,,,,,,
252317,,78.97,,,,,,
252320,,,,,73.73,,,
252324,60.8891293370248,,,,,,82.742,62.89066014435289
252327,,,,,79.606,,,
252330,,,,,,71.652,,
252339,,81.69,,,,,,
252362,52.536515136666395,,71.36514322359857,,,,75.288,
252371,89.96,,85.93622440651177,,,,,
252376,,,80.106,59.18853870913762,,,,
252379,,,,,72.03399999999999,,,
252382,,,74.588,57.92282107634496,,,,
252383,,,60.750936229000516,80.19,,,,
252385,,,,,71.548,,,
252386,,,,,,79.384,,
252410,75.03999999999999,,62.98189860192636,,,,,
252416,,,,,,,63.48937997759802,75.15
252432,,,70.52199999999999,53.195026022274796,,,,
252434,,,,,,73.31,,
252440,,,,,71.76726746950138,,80.496,
252442,,,,,80.998,,,
252448,,,,,,,81.01,59.33153640969745
252466,,,,,73.25145680300324,,73.858,
252468,,,,,,48.27873350986126,73.406,52.686558242601585
252470,53.484803122866545,,75.516,,,,69.52262353900147,
252483,,,,,81.344,,,
252484,72.33,,55.368951511588634,,,,57.295817161682564,
252487,,,,,,80.318,,
252488,,,,,78.412,,,
252489,,54.30786314060568,,73.75,62.746679150228836,,,
252494,,,,,,73.646,,
252495,,,,,,,81.14,61.44022892021805
252506,,,71.798,54.45165753773156,,,,
252508,55.025852088933206,,77.484,,,,,
252509,58.18716494098385,,,,,,74.062,
252512,,81.82,,,,,,
252516,,,,,,,73.59,53.79223483297376
252526,,,,,,,78.02799999999999,58.18956802640746
252527,,75.08,,,,,,
252534,,,,,,74.94800000000001,,
252541,,,72.0807690048918,81.16,,,,
252544,,,,54.92035414404773,78.102,,,
252547,,,,,74.228,,,
252551,,80.65,,,,,,
252555,,,,,76.094,,,
252567,,,75.576,69.54153314322718,,,,
252571,,,,,,,72.832,50.85195302000292
252572,,,,,70.762,,,
252573,,,,,79.706,,,
252574,,75.64705219796575,,76.32,,,,
252577,,78.01,,,74.24729342265856,,,
252580,,,,,,,76.474,57.74359038926553
252587,71.00999999999999,,53.59187334335904,,,,55.889830019990576,
252590,,,,,,78.028,,
252598,61.822497796682676,,78.566,,,,,
252599,54.653807272818405,,77.754,,,,59.343440323581625,
252644,50.27598868647328,,,,,70.5,51.574939444315284,
252675,,78.86,,,,,,
252697,,,,,,73.772,,
252698,,64.30828052578757,,,73.5,,,
252700,,76.83,,59.0510724949464,,,,
252706,,,,,77.564,,,
252710,,,,,,74.154,59.64571646759005,55.923335730626874
252711,,,,,82.944,,,
252737,,74.51,,,,,,
252746,,75.63,,,70.54355973100604,,,
252753,,77.45,,,,,,
252754,,72.89,,,,,,
252758,,,64.89765595461652,72.27,,,,
252770,,,,,69.272,,,
252793,,80.9,,,,,,
252794,,,77.01008053314905,80.9,,,,
252796,,,,,,58.02760097339283,79.89,61.299236665688916
252802,,85.56,,,68.39553576825367,,,
252807,,,75.238,56.00751849521306,,54.728978076078164,,
252810,,54.829397367974835,72.432,63.41210449675203,,,,
252837,58.97018909696285,,,,,,79.626,61.08637372078669
252846,,,,,,76.016,,
252858,,,75.054,,,,,
252859,,,53.756925879971405,75.91,59.236846271493995,,,
252861,,,,76.36,59.247928936221456,,,
252864,54.699369847550436,,,,,,76.324,54.35443580026704
252865,79.02,,,,,,64.31588642857042,59.13666329954012
252866,,,,,75.898738422002,,81.44200000000001,
252873,,77.23,,,66.43961556031215,,,
252878,,74.03,,,,,,
252883,,,63.84143824245854,75.9,,,,
252897,,,,,74.586,,,
252902,,49.778352743252334,,,72.328,,,
252903,76.82,,,,,,,
252909,,,76.55027007071438,58.493804334157076,,,80.374,
252913,,75.49,,,,,,
252917,53.67717321090416,,75.806,,,,,
252927,,,74.684,,,,,
252929,59.48242570827325,,,,,,68.94773801490784,82.186
252931,69.29173806376353,,61.056667214903584,,,,,77.852
252935,83.52,,,,,,61.03654106732779,
252936,59.70499284436352,,,,,,77.396,56.025682965923174
252937,79.87,,,,,,65.56320641625072,62.33687983685732
252942,,,,,,74.048,,
252943,,,73.29599999999999,51.25177967933605,55.273804487541426,,,
252960,,,,,,,67.68355722766837,80.03399999999999
252961,,79.44,,,,,,
252962,,75.08,,,,,,
252964,,,,,80.148,,,
252967,,,75.03,60.54799615020547,,,,
252970,56.14570899694244,,,,,,73.072,
252974,53.56718306537978,,,,,,75.594,56.3917208049594
252975,,,59.484170686107475,77.73,,,,
252999,,,,,75.288,,,
253002,63.198756609947836,,,,,82.5,,
253004,61.49669086217002,,,,,,80.65,63.731291041606084
253010,,,54.73008600205468,75.85,,,,
253013,,,,,,74.45400000000001,,
253019,,,,,,79.478,,
253024,,71.43,,,,,,
253034,,77.13,,,,,,
253036,63.482928981340734,,,,,,77.388,55.57544478496334
253039,,,,77.89,,,,
253041,,,,,70.696,,,
253052,,,,,79.306,,,
253054,,,68.65063471350516,80.35,,,,
253055,,,,,69.56290620732692,,79.458,
253057,,,,,75.342,,,
253071,,,,,,75.816,,
253072,,,,,,84.17,,
253073,,80.33,,,,,,
253074,,,,,,,75.18,57.47128027440068
253076,,,,,75.398,,,
253079,,71.69,,,,,,
253102,76.14,,,,,,58.23310472668337,
253106,,,50.75546799345973,70.73,58.161334934002625,,,
253109,61.98176869092683,,84.95400000000001,,,,,
253111,,63.25244241929127,70.54599999999999,55.77505327548488,,,,
253112,,,,,,72.00999999999999,,
253114,,55.56383297956489,,76.41,,,,
253120,53.638430589156535,,74.696,,,,56.10255433447901,
253121,,,,,,56.78288031203502,79.312,61.755913158129665
253122,,,,52.49218720836418,77.384,,,
253124,,,72.84023107733266,63.77986579039828,84.574,,,
253130,63.420120109760305,,,,,,79.952,61.860556947763236
253133,57.72124083095589,,80.082,,,,60.496425280441386,
253135,59.04231363585645,,75.988,,,,61.31199997405753,
253136,,79.48,,57.182571707053356,,,,
253139,,,57.59230193263811,,,58.85083303515874,76.392,
253146,,77.47,,,,,,
253149,,,,,87.018,,66.74794928586624,
253150,58.587728323355556,,,,,,79.834,60.443658460757234
253152,,,,,,75.72,,
253153,,,,,74.034,,57.10446910136369,
253157,,,82.822,63.36979579303073,,,,
253162,,,78.36492249060407,81.13,,,,
253163,,87.59,,,,,,
253167,57.17627874609448,,,,,,81.954,61.64182576005573
253170,,78.12,,,,,,
253173,,,,,,74.89,,
253177,,,80.524,,64.45033329634184,,70.34749483774463,
253181,,,,,,77.794,57.41959746425721,
253193,,,,,75.248,,65.31545263924409,
253202,,,57.92005058811321,75.93,,,,
253213,,,,,77.86,,,
253223,50.13166438266937,,63.45960695263535,74.14,,,,
253225,,,,,,72.048,,
253238,,77.87,,,,,,
253239,,,,,79.212,,,
253240,,,,,,57.38667683026783,60.74793061795477,79.50999999999999
253242,,,,,,84.30799999999999,,
253246,,,61.75665759534341,74.48,,,,
253249,,,76.894,65.77045411452882,,,,
253250,,,,,,,71.84930018181588,78.856
253251,,77.27,,69.02999232557116,,,,
253270,,,,,,57.686537571992346,56.35278729935186,75.858
253275,,,,77.06,72.13642137355852,,,
253276,,78.89,,,,,,
253278,,78.51,,,,,,
253283,,,,,,,79.87,58.48620997310569
253287,,,70.2854568446613,81.17,,,,
253293,,,,,,,78.412,57.23712045292114
253294,,,,,77.358,,,
253296,,77.94,,,64.09225339584293,,,
253304,,,78.334,58.281832011358134,,,,
253306,,,,84.35,,,,
253322,,,,,78.482,,,
253327,55.48951393965712,,,,,,79.318,57.233772666530186
253341,,79.48,,,,,,
253349,,,,,,75.848,,
253366,,,,,76.09,,,
253369,,72.19847809736638,,,70.924,,,
253374,,,,72.61,,,,
253376,,74.96000000000001,,,,,,
253383,,,,,,73.686,,
253384,,,,,76.258,,,
253385,,,,,,79.544,,
253386,,73.02,,50.509807783183135,54.55660158541657,,,
253396,,,,,,,86.182,67.74612243656505
253399,,,,,,69.3075649098899,62.43936364859757,81.298
253403,,,,,,,73.35,52.751772531599364
253407,77.12,,57.269695410323784,,,,57.74164054050739,
253409,,,,,79.86,,57.85572145731232,
253416,,,,,,79.382,,
253418,73.0,,,,,,53.606767643529416,
253433,,,,,,,77.52,56.322859140524166
253440,,,,,,52.136809722714546,76.53999999999999,58.25348322395891
253441,,,,,,75.968,,
253444,,,,,,83.332,,
253461,55.07497956908473,,75.118,,,,,
253463,,,,,76.654,,,
253464,,,54.33913525825251,74.76,,,,
253465,,79.48,,,,,,
253472,,76.63,,,76.00768457507525,,,
253473,,,68.51992435497333,83.78,,,,
253474,,69.38594669996799,,74.1,,,,
253475,,,75.294,55.68404783542716,56.482899741612066,,,
253479,,,,,,,75.312,57.90393935954609
253490,,,,,79.644,,,
253491,47.82257555568418,,71.622,,,,,
253510,,82.72,,,,,,
253518,,72.8,,,,,,
253522,,,,,,,76.29599999999999,55.818496670796115
253537,,,,,78.43,,55.61948165890899,
253538,,,,,73.164,,,
253549,,,,,,,76.824,54.888744171266964
253551,55.56035608643663,,,,,,73.754,52.65543328477518
253556,,,,,,69.23243438893928,52.66225933145892,75.332
253558,,,,,,73.024,,
253568,,,,,,80.136,,
253570,,,,,,70.542,,
253574,69.83401395976145,,77.21000000000001,,,,54.95780434561771,
253579,,,,,,,76.184,59.93098807040498
