ID,Suitability: Attacking Midfielder,Suitability: Center Back,Suitability: Central Midfielder,Suitability: Defensive Midfielder,Suitability: Full Back,Suitability: Striker,Suitability: Wide Midfielder,Suitability: Winger
224444,,,58.74373251098627,80.64,,,,
224447,,74.31,,,67.22144389165373,,,
224461,,,76.638,55.99150204337533,,,,
224466,,,,,77.682,,58.364985670423884,
224483,58.62335883032375,,66.44617232240189,,,,77.68,
224488,57.93331617429262,,75.98400000000001,,,,,
224490,,,,,81.1,,,
224494,,,,,80.768,,,
224504,,,76.06,54.09308567558425,,,,
224508,75.77,,,,,65.55084688797471,57.89871021287378,
224510,,,,,,80.374,,
224511,,,,,77.408,,,
224518,77.03,,,,,,58.528861134302225,
224520,,,,,,,76.26764677200418,82.622
224524,,76.34,,,,,,
224538,72.28999999999999,,,,,50.276803064516955,60.15625204734688,
224540,,,,,,78.536,,
224544,,,,,69.56,,,
224546,,,,,,,75.098,
224574,82.03,,60.445113666862966,,,,72.92029149884404,
224590,55.69829792047821,,79.186,,,,,
224591,,,54.69152535159884,76.0,,,,
224604,,,,,73.526,,,
224633,,71.96000000000001,,,,,,
224648,,51.065602500992995,,,74.682,,,
224656,,,,,84.732,,,
224661,,,74.73,56.63572875474429,59.813918585670294,,,
224662,,,,,,,70.89632725534086,76.3
224685,,,70.88,59.48589277136325,,,,
224690,,72.36,,55.13660511670981,,,,
224692,,,,73.03999999999999,,,,
224701,,,,70.91,,,,
224724,,,74.94,,53.86964218847744,,65.9428322454559,
224763,,79.58,,59.30283730056412,,,,
224793,,,,,79.03,,57.20092553927597,
224817,,,,,72.292,,,
224821,,79.42,,,,,,
224841,,80.52,,62.451361053066165,60.23804950777034,,,
224842,,,54.54989350151409,74.9,,,,
224854,,,,,,81.144,,
224855,,,73.074,57.52397030126433,,,,
224874,,,,,,69.31111844330428,78.374,57.65377253298836
224882,,,49.80858169107041,,73.382,,52.65235966064219,
224883,,,,,,80.55,,
224885,,,,,82.34,,,
224890,54.618025482729585,,,,,,76.94800000000001,58.591267566493016
224915,,,,,,,77.726,58.83832846426571
224921,,,,,77.274,,,
224925,50.393674045778766,,72.98400000000001,,,,,
224933,,,,,,77.994,55.961426545842144,
224956,73.29,,52.614920776961334,,,,63.03441459177293,
224959,,52.1311434732463,,70.35,,,,
224962,,,,,,,75.268,56.72707181857639
224967,,,,,,78.298,,
224970,,,,,,,73.18429595710191,81.822
224980,,,,,78.652,,,
224981,,75.47,,55.40834349006296,,,,
224982,78.48,,75.33785048139491,,,,,
224996,,75.33,,,68.74082595035401,,,
225001,,,,,,74.406,,
225014,59.386834566213864,,80.412,,,,66.8592087164389,
225026,,72.49,,,,,,
225028,,,78.09,69.05480786350643,,,,
225053,,,48.47581633051539,71.41,,,,
225054,75.1,,61.828709590391554,,,,58.67570302210258,
225071,,,63.63930992918772,79.76,,,,
225072,,77.66,,,,,,
225075,71.75,,,,,57.7298358152006,57.006153276093116,
225077,,,77.656,58.12585559413249,,,,
225085,,,,,,,83.094,63.70003238889021
225087,,,,,78.032,,63.16125283995437,
225100,,84.15,,,59.26486092679299,,,
225106,,79.07,,,,,,
225117,,,75.904,,56.92335948093718,,54.83261097599614,
225126,,,68.00129056749654,85.26,,,,
225133,,,77.258,,,,,
225147,,,,,81.338,,,
225152,,,,,,76.226,,
225161,,79.1,,,,,,
225174,,,76.672,60.31326597867734,,,,
225189,,,78.55799999999999,,56.021275890127036,,,
225193,,,86.66999999999999,69.06925179855256,,,,
225200,,,,,,,79.48,64.3274216703182
225201,64.10963337909891,,,,,,86.264,65.89149962377918
225204,,,77.418,56.37697055187474,,,,
225237,,,74.30199999999999,,,,,
225245,,,,,,71.236,,
225251,,,,,75.15,,,
225263,,81.38,,,,,,
225266,58.23669236159598,,78.706,,,,58.052395184469994,
225270,,,,,,75.54599999999999,,
225273,,64.72243017825278,,,76.97,,,
225279,,,55.18582738681735,72.99,52.91743397870079,,,
225289,,,,,,80.514,,
225293,,,,,,78.968,,
225309,71.34431195176208,,85.602,,,,,
225310,,,72.77,54.82069544436124,53.628373437115584,,,
225316,,81.02,,65.25218139175047,,,,
225317,,,,,,78.834,,
225375,,,,66.2904258016851,85.712,,,
225381,,,73.09223070751133,75.73,,,,
225396,,78.75,,,,,,
225403,69.99804742788206,,,,,,64.45557160317382,82.936
225410,,80.48,,,57.86794779200868,,,
225428,,,76.488,55.665168270406475,,,,
225439,,,82.526,69.26837348856068,,,,
225441,77.92,,55.33113083499859,,,,56.70377856650859,
225475,,,60.730538873280125,81.17,,,,
225478,67.82684664636378,,78.946,,,59.20688967339293,,
225487,,78.46000000000001,,,,,,
225508,,80.84,,,,,,
225509,,,,,,75.368,63.262856684684664,56.444756665590695
225523,,,,,81.366,,,
225532,,79.42,,,,,,
225533,,,,,,78.26,,
225536,72.43,,,,,,58.18983882940361,55.62100267231784
225539,,,,,,85.584,,
225555,,,,58.083819293275994,78.114,,,
225557,,76.72,,,,,,
225589,,75.42,,,,,,
225600,,,,,75.58,,55.58309281907734,
225625,,,,,72.24000000000001,,,
225629,,,79.584,,,,,
225632,,,,,,79.55,,
225636,,75.39,,,52.22440576856657,,,
225653,,,,,,71.99698592641352,79.008,
225654,73.37,,65.6602317425169,,,,53.583131047949884,
225659,,62.63543154850682,,82.11,,,,
225663,65.07716204428863,,77.40775108445557,,,,83.922,
225667,79.52,,,,,62.88231674799846,,
225668,,,,,,67.74884209776715,78.962,57.27351798244878
225669,,,,,80.414,,,
225674,,,71.404,55.37222552170739,,,,
225679,,78.18,,,,,,
225682,,55.5901181939131,,,74.578,,,
225685,,,,,77.74,,,
225692,,,,,77.538,,,
225696,,,,,,56.45478809054087,79.258,60.22792010134047
225699,,,68.79284873521635,,,,77.414,
225706,,,59.051824015436935,67.90772896154596,78.154,,,
225714,,,,,,73.912,,
225719,57.04325075473264,,,,,79.048,,
225720,,,56.38151064087842,62.557530265315776,77.26599999999999,,,
225733,,,,,,79.964,60.67535509130925,62.21335465056625
225734,,,,,62.99511788323844,,76.512,
225735,,,,,,75.1,,
225738,74.47,,,,,,58.00770363593599,52.75503661699919
225748,78.5,,,,,,60.217270319421026,
225757,71.17,,53.37151096775063,,,,61.270323385496766,
225769,,,55.623006191088706,77.41,,,,
225772,,,71.968,50.285532888892206,,,,
225775,,,,,77.78,,,
225779,,,,80.62,,,,
225782,,,61.20777741721372,62.754167891360865,82.346,,,
225783,,,,,,67.08311481638545,81.306,62.21486223649656
225785,,,,,,59.30701791365386,79.01599999999999,60.31388882578591
225793,,80.39,,,,,,
225809,,75.34,,,57.61344607774234,,,
225811,,,,,,,77.348,57.611330307327876
225844,60.70783029724152,,,,,,63.737443836304706,77.832
225849,,,,,,50.01392618381483,73.71600000000001,
225853,,,77.766,59.964928525942206,,,,
225855,60.115737367536816,,76.05199999999999,,,,53.85915624309082,
225859,,83.11,,,,,,
225863,,84.17,,72.45904665333327,,,,
225867,,,,,,73.502,,
225872,60.77983140344757,,59.787593127031926,,,,78.318,
225878,56.95436843141242,,,,,,79.63,61.657953278230565
225910,,76.41,,,,,,
225922,,,70.402,57.623887319403146,,,,
225926,58.516553885992046,,,,,77.626,65.82722490011055,
225927,,,,,73.536,,,
225931,74.32,,54.702218355196536,,,,56.24313196938783,
225948,,76.82,,,,,,
225951,,,,,,80.53983078306536,,85.01
225953,63.375082595055794,,,,,,84.28399999999999,66.42787972041008
225956,,,,,,,77.89,56.91100325972391
225974,,82.77,,,,,,
225976,,,,,,,71.41911541497878,76.51
225995,,,,,77.69,,,
225996,,,,56.08120203727768,76.03,,,
225998,48.65249658452132,,71.202,49.790788982189895,,,,
226012,,,,,79.474,,,
226018,,,,,,71.652,,
226021,,,52.14888549236136,71.09,,,,
226035,,,,,,79.48,,
226044,,,,,,70.48400000000001,54.92194915470064,54.47314245789655
226050,76.0,,,,,69.00634318102954,54.788492394545486,
226084,,,,,,76.326,,
226087,,,,,74.52199999999999,,,
226093,,,,,,82.51,,
226096,66.39028591103153,,,,,,67.7671826041489,81.75
226102,,74.1,,,,,,
226103,,,,,78.73400000000001,,,
226108,,77.94,,,,,,
226110,,,,,,,84.616,65.82984070956198
226116,,74.38,,,,,,
226129,,74.24492717028069,,80.36,,,,
226130,,,,,76.8,,,
226151,,78.84,,,,,,
226157,,,81.752,64.18502211196476,,,,
226161,,,77.25482641930176,65.83563709109391,88.524,,,
226162,83.39,,60.505615679718616,,,,59.90670415775763,
226166,,76.86494283378237,,,81.57,,,
226167,,,,,75.806,,,
226168,,,,81.31,,,,
226170,,78.42,,,,,,
226172,,,50.560389900703555,,,,74.168,
226181,,,,,72.07,,,
226197,,,,,,,73.526,
226205,,,70.006,48.22019867190068,,,,
226220,52.87098668947444,,74.652,,,,52.802269599497635,
226221,,83.05,,,,,,
226226,86.76,,71.16636695315222,,,,,
226227,55.60346090801009,,71.178,,,,,
226229,,84.37,,,,,,
226260,,77.62,,,,,,
226268,,,70.95226064730463,,87.342,,,
226271,,,87.61399999999999,,,,,
226286,,,,,,82.082,,
226296,,,,,,,73.658,
226370,58.434245357771914,,81.606,,,,,
226376,84.01,,,,,,66.84838197338301,62.7665563096024
226377,62.65728047694472,,,,,,64.12859235693702,80.872
226378,,,,,,78.74,,
226380,,,,,,81.106,59.02324197937407,
226385,,,,,,,82.25,60.194716221334964
226386,,77.68,,,54.78217084336266,,,
226393,,50.580644020887966,,71.35,,,,
226395,73.18,,54.11165191050558,,,,56.76712928468707,
226401,71.91112330266614,,,,,,76.48,
226411,,73.71000000000001,,,,,,
226419,63.269455578732064,,,,,,78.812,63.81822382629873
226429,70.3,,,,,,55.761380198398655,51.315447371863115
226430,56.43908449180993,,,,,,77.656,58.41109979216105
226431,,,77.244,65.37476026610986,,,,
226436,,,,,76.338,,,
226447,,76.78999999999999,,,,,,
226456,,,80.34010820944277,83.97,,,,
226468,,,,,,76.186,,
226486,,,,,,,66.338735947802,74.702
226491,,,,,81.75,,,
226495,,,,,,74.482,57.692873251844624,
226506,,77.84,,,,,,
226507,,,,,,76.742,,
226508,,,63.16169713261944,67.1872036625101,80.872,,,
226510,,74.9,,,55.53148820960466,,,
226514,,,,,75.97200000000001,,,
226515,,82.7,,63.25919122835343,,,,
226517,63.41191824435758,,82.744,,,,,
226518,,79.25,,,,,,
226523,,75.73,,,,,,
226537,,,,,,83.542,,
226539,69.65840301585061,,57.390090790006866,,,,78.526,
226561,,,,,70.96855421631705,,72.85,
226583,,79.05,,,,,,
226584,69.17606699671927,,,,,,59.38931107936596,79.37
226616,,78.08,,66.98611621756409,,,,
226627,71.92657719362452,,,,,,83.364,62.813686746368475
226633,,,73.336,50.54485978050222,,,,
226651,,,67.21438606605543,72.39,,,,
226652,,,56.76739134886921,75.88,,,,
226662,,,59.57399982496253,,80.016,,57.999029633551025,
226671,,,,82.48,,,,
226677,,,64.57947827935486,76.63,,,58.97958952692892,
226686,,65.51760870699952,,74.89,55.70683695622142,,,
226705,,,,,,,75.682,54.77570245328129
226710,,,,,,85.106,,
226720,,,,,,,72.70277352603237,78.332
226737,,76.21000000000001,,,,,,
226754,,,71.9720654307291,85.22,,,,
226765,57.207854453808594,,,,,76.78999999999999,59.00682245000336,
226766,59.57211910820564,,,,,,71.5702373064073,83.686
226772,,78.74000000000001,,,,,,
226777,,,,,,83.014,,
226781,,,55.561658851705644,,73.46600000000001,,53.11543542422173,
226789,81.18,,63.57984459965405,,,,61.89583840597373,
226790,,,61.01947703615375,82.14,60.02965172635262,,,
226791,,73.92,,54.49158507622544,50.21884671215402,,,
226793,,,54.24647260557984,76.82,,,,
226797,82.72,,61.59883575957607,,,,61.806214988933135,
226798,,,64.68110639913054,78.28,,,,
226803,,76.37,,,,,,
226807,,,60.04412902371494,80.53999999999999,69.48332415424399,,,
226851,,88.02,,,,,,
226853,,81.64,,60.09859513899855,,,,
226855,,75.0,,,,,,
226866,,,70.13794855109545,77.3,,,,
226877,57.24734006504318,,77.572,,,,,
226958,,,,,,78.896,,
227040,,,,,,73.178,,
227055,,,,,,,83.58,62.80795485900969
227082,69.71,,60.82178179221775,,,,51.32023906159481,
227174,,,,,83.19800000000001,,,
227232,59.19234538665091,,,,,81.95400000000001,,
227234,,76.91592155646975,,80.34,,,,
227236,,,85.396,67.34860220532582,,,,
227274,77.7,,,,,,66.33840641759708,56.81729168539795
227278,,,78.72,68.16615406112452,,,,
227362,,74.42,,51.7822736632576,,,,
227394,,,,,,80.654,,
227427,,,,,,72.64,,
227503,58.512120756621556,,,,,,79.72,58.688467719006475
227508,,,78.882,59.05234177361234,,,,
227509,,,,,,73.932,,
227511,,71.99353591542342,,76.45,,,,
227520,,78.22,,,,,,
227527,,,,,,80.924,,
227528,,,,,,80.69200000000001,,
227535,,,68.5255615605804,84.88,,,,
227537,,,,,,76.992,,
227549,,75.48,,,,,,
227550,,83.3,,,,,,
227558,,,,,,81.11,,
227561,,,,,,71.222,,
227562,62.586007468487594,,,,,,69.66082233160614,83.768
227584,,,,,75.934,,56.504675614312475,
227591,,,,,,66.69849302315355,79.292,59.95600414355591
227594,,,,,,58.77456336714717,76.92,56.242370031483254
227622,,,77.194,71.23658167921977,,,,
227632,,78.08,,,,,,
227647,,,,,85.788,,,
227655,,,,,,75.11,,
227659,55.142530024935226,,77.498,,,,,
227667,,,,,,,77.574,57.347505564912154
227678,,86.18,,,,,,
227682,69.55,,64.53585323064382,,,,,
227686,,,,,,,78.224,
227689,79.46000000000001,,,,,56.78999234872653,62.998569650208054,
227706,,,56.913007745066864,74.21000000000001,51.9080857871122,,,
227738,,75.31,,,,,,
227740,,78.28,,,,,,
227758,,,,,,74.69,,
227759,,,,,65.55364713377651,,71.814,
227764,,,,,,,70.43464644825481,75.77799999999999
227772,,,56.24113762522016,77.9,,,,
227787,,,73.328,,,,,
227788,,,,,77.61,,55.91253317697047,
227790,,78.8,,,,,,
227791,,,,,74.05799999999999,,,
227794,,67.838834416932,,54.70688316599187,77.774,,,
227796,65.63124524282016,,,,,,75.10153813844121,88.55199999999999
227806,,,68.62627475213661,77.32,,,,
227813,,,64.12901576761979,64.1776614630925,80.59,,,
227835,,,79.622,,,,,
227836,,,,,73.038,,,
227837,,75.34,,,,,,
227847,,74.12,,,,,,
227855,,,75.79599999999999,58.340745141827405,,,,
227859,,,50.3465859459318,72.47,,,,
227866,,,,,,73.872,,
227881,,,55.172844259385,75.59,53.77099161568896,,,
227882,,,71.5544854059331,76.69,,,,
227884,,,,,82.644,,60.243507801723574,
227890,62.41965937670277,,,,,,83.858,62.83928350617027
227900,,,,,80.254,,,
227911,,,,,,,75.98,53.99480367726054
227916,,56.16664967181058,,75.11,56.92543551257469,,,
227927,,,,,81.006,,,
227928,,,,,82.114,,,
227929,,,60.0730857155863,76.69,,,,
227932,,70.80791978042984,,74.82,,,,
227945,,75.58,,,,,,
227947,,,73.214,,52.7403491643606,,,
227951,,75.3,,,,,,
227961,,,,,73.828,,,
227978,63.34268168890786,,79.008,,,,,
227982,,,69.958,50.18315151472917,,,,
227995,55.8024286251812,,76.97,,,,,
227998,,,,,,72.6,,
228007,53.00208142460657,,74.556,,,,,
228010,,,82.65,,,,,
228017,,,,,,74.98,,
228047,,,,,,,74.85,
228058,,76.63,,,,,,
228076,,,,,73.134,,51.043042280995564,
228077,,,72.234,,,,,
228080,,,,,77.902,,59.00309288954688,
228082,,,76.38,56.76169145955547,58.31535484824727,,,
228092,,,65.22355480197396,83.79,,,,
228093,,,,,,88.158,,
228106,,75.78,,,,,,
228108,,72.34,,,,,,
228111,,,,,,52.899287291794465,72.832,51.1124366037424
228120,,,,,78.042,,,
228136,,,,,76.644,,,
228145,,,,,77.158,,,
228148,,,,,,70.378,51.13140548021066,
228151,,,63.99951242814812,82.26,,,,
228153,,,75.12,,55.52902091313282,,59.84180740134011,
228171,,,,,,49.38117671782117,72.236,51.40349948800546
228174,,84.23,,,,,,
228179,,,63.739622694287,,61.84689035320028,,79.734,
228188,,73.0,,,,,,
228191,,71.45,,,,,,
228210,,75.44,,,,,,
228211,,,,,,75.424,,
228212,,,,,,74.548,,
228225,,75.03999999999999,,,,,,
228238,,78.55,,,,,,
228243,,77.24,,,,,,
228245,62.06502199331428,,83.148,,,,,
228251,84.3,,76.5262162429373,,,,,
228271,77.23,,56.29119136021428,,,,55.72441644351879,
228283,,,,,70.90571204241529,,74.956,
228290,,80.37,,,,,,
228295,,79.28,,,,,,
228302,,,,,80.28999999999999,,,
228303,,,,,,71.688,69.19325578330101,54.33102493423201
228312,72.62511238199347,,79.786,,,,57.73978454648237,
228321,,,,,77.52799999999999,,,
228325,74.85,,57.75763723132381,,,60.42086424052205,,
228332,,64.25196705930081,,68.45898886084908,77.4,,,
228336,,,81.086,60.21371754818303,,,,
228349,,,,,79.626,,,
228363,,79.52,,,,,,
228366,,74.98,,,,,,
228368,,,,,73.888,,,
228375,,,,75.85,,,,
228382,,,,,,72.846,52.73639069679876,
228388,,,,,,75.44800000000001,62.72049991759675,
228397,,,,,,74.85,,
228408,,,73.58684834418618,76.65,,,,
228415,,,,,81.79599999999999,,,
228416,,76.50999999999999,,,,,,
228419,,79.57,,,,,,
228457,,,,,,75.492,,
228461,,,51.08475153565269,72.61,,,,
228464,,75.22,,51.4883607645215,,,,
228509,77.6,,56.65406398720921,,,,58.2263087753347,
228518,,82.21000000000001,,,,,,
228520,,,,,,79.88611556265644,80.124,
228534,,,,,,75.474,,
228577,50.21392587787484,,73.008,,,,,
228579,,,,,83.208,,,
228591,,,,,78.41,,,
228593,,,81.766,66.55298286576338,,,,
228595,,,80.45,62.50875703982163,,,,
228614,,,,,,,78.368,
228618,,,,,85.762,,,
228624,,75.56,,,,,,
228635,,,,,,83.118,,
228642,,,,,55.66580796217143,,75.01,52.021384164043006
228645,59.134763196549066,,79.836,,,,,
228666,,,,,,,74.91,58.319052735695045
228681,,78.24,,,,,,
228684,,53.14895558326483,,,75.45400000000001,,,
228685,,,,,,70.004,60.52355675878215,
228687,,,,,,82.998,,
228702,,,90.05799999999999,,,,,
228707,,75.71000000000001,,,,,,
228708,,83.71000000000001,,,,,,
228715,49.73067207112159,,73.28,52.87627301820781,,,,
228716,,,,,75.066,,,
228729,,77.61,,,,,,
228730,,79.37,,,,,,
228732,,83.02,,,,,,
228738,,,,,,,74.89533919008271,80.792
228744,,,62.24459736628671,74.12,,,,
228748,,,,,,78.084,,
228751,70.18,,48.58071628700236,,,,65.27995878783213,
228757,,80.0,,,,,,
228759,,,,,73.144,,,
228770,,75.11,,,,,,
228774,,,77.182,68.37119466719491,,,,
228775,,73.52541296588699,,,73.91,,,
228781,49.66205293350462,,73.738,,,,,
228782,,,58.568018108246484,75.58,,,,
228783,,78.0,,57.42362930057307,,,,
228784,,73.03,,,,,,
228805,,86.19,,,,,,
228813,64.86757463099799,,87.298,,,,,
228815,52.1430963930265,,,,,74.132,57.51724348012859,
228819,69.0203851193983,,,,,,83.582,63.02861835659659
228829,,75.46000000000001,,,,,,
228834,,,,,75.6,,,
228838,,57.51125661546319,,76.24,,,,
228859,,,,,,80.07000000000001,,
228863,60.084392451766256,,,,,,62.0351613392489,77.194
228874,,75.83,,53.72589991937412,,,,
228875,,,,,,,64.48113870060976,73.11
228881,,,,,82.03999999999999,,,
228882,,,76.00800000000001,55.30512990185688,,,,
228883,,78.69,,59.06172778013538,,,,
228886,75.5,,,,,57.25155228224152,65.86792935597678,
228888,,78.12,,,,,,
228894,,,,,76.47,,58.59066335742294,
228918,,,,,70.226,,,
228928,,71.85,,,,,,
228941,,,,,,82.232,,
228946,,,81.71600000000001,,,,,
228959,,80.62,,,,,,
228961,,,77.742,57.05563644567486,,,,
228974,,,71.346,61.848620411698164,,,,
228983,,76.72,,,,,,
228997,,74.51,,,,,,
229011,,67.76260758792559,,73.57,,,,
229015,,,,,76.274,,,
229045,,,,,,73.566,53.90672160138928,
229071,,,,,,79.664,,
229072,,,,,,74.142,,
229073,,,,,78.872,,,
229082,,55.86143437870489,76.812,61.967039542897965,,,,
229087,,72.61,,,51.84708732329566,,,
229123,,,50.26753842302057,,74.104,,53.71533584984769,
229150,,80.23,,,,,,
229155,,,62.064515980512,,77.254,,56.11186997004661,
229158,59.635520304395236,,81.306,,,,,
229163,,,73.328,56.41985317213671,,,,
229167,59.231620254692984,,,,,,82.72,61.04537315999423
229171,,,,,,,76.718,54.8871974805094
229173,,55.92756940630412,,74.26,,,,
229175,,,,,71.946,,,
229184,,,75.432,63.11315955073421,,,,
229188,,,,,,86.436,,
229194,,,,,77.376,,,
229200,,77.93,,,,,,
229207,58.050749031039985,,79.394,,,,,
229209,,,,,,,76.922,57.5294669608918
229217,,,,,61.4424371840142,,76.142,
229232,,72.61,,,65.25811559520974,,,
229236,,80.44,,,70.27768719582527,,,
229237,,86.56,,,,,,
229249,,,,,,,69.25377847130946,74.804
229251,,74.9,,51.3980402106801,50.235249279497665,,,
229261,,74.4607272001945,,86.16,,,,
229263,76.41,,62.92289999865548,,,,,
229266,,82.22,,,,,,
229267,,,,,61.04778355952298,,76.762,
229277,,,,,76.814,,,
229286,,,,,,78.806,71.59230900036977,59.15116229831431
229295,,,,,,71.618,,
229327,,,52.13146028093103,73.69,,,,
229336,,,74.0316660154263,78.53,,,,
229343,,,,,79.586,,57.092950340301016,
229348,,,,,87.376,,,
229349,,74.15,,,,,,
229354,74.12,,66.56775270739791,,,,53.915805370836445,
229367,,,,,,75.17,,
229375,,,,,,79.064,,
229377,,,72.99000000000001,59.72373258208505,,,,
229378,,,50.29367336701698,55.3943086732555,74.152,,,
229379,57.780687686360736,,79.96000000000001,,,,,
229391,,84.39748301445725,,86.99,,,,
229398,,,,,,,72.748,55.6185924410695
229406,62.490492019646624,,77.394,,,,53.9000993482834,
229436,,79.22,,,,,,
229448,,,,,,77.172,,
229453,,,56.95275752329924,,58.97540089222889,,77.524,
229456,,,,,78.486,,,
229459,55.25106282091561,,77.946,,,,,
229472,,,60.15964387735495,,65.37763342797197,,79.584,
229476,,86.8,,,,,,
229477,55.55688645430689,,74.944,,,,57.004232389119885,
229487,,73.85,,,66.02780723018645,,,
229504,,,73.702,58.77051805657107,50.62268266606419,,,
229517,61.81966092301535,,58.52463604524306,,,,74.366,
229528,,82.91,,,,,,
229536,,,,,,70.82476300817535,74.506,
229537,,80.49,,,,,,
229543,,,,,72.804,,,
229558,,88.69,,,,,,
229574,,76.74,,,,,,
229575,58.82089962129541,,56.953791009287386,,,,79.284,
229582,,87.21000000000001,,,,,,
229584,,,,75.513571912393,75.608,,,
229605,,74.31,,57.9709569302175,56.6110430461996,,,
229620,52.495803484709,,,,,,55.332700551479064,72.012
229624,,,,,,77.868,,
229628,,77.87,,58.39920207442659,,,,
229631,56.98638281569133,,,,,,76.024,55.82957064144292
229636,60.469530262783415,,,,,76.0,55.15088349425602,
229640,,,,,78.784,,,
229646,,74.81,,,,,,
229649,,,,58.05889521357815,79.628,,,
229657,,,,,74.162,,,
229659,,,79.34750342931468,83.5,,,,
229667,,,,,61.00081069867345,,78.44,
229668,,85.46000000000001,,,,,,
229678,,,,,72.936,,,
229682,,79.16,,,,,,
229683,,,,,,77.836,,
229694,,,,,,73.92879596522462,76.894,
229702,76.31,,,,,,61.84561616123455,60.97963268601594
229703,,79.86,,,,,,
229705,,76.50925409760801,,,76.242,,,
229713,,55.5389691997365,,51.47754919317442,74.804,,,
229723,,,83.298,62.27006143384587,,,,
229731,,,,,,73.694,,
229743,,,74.996,66.85441282788639,,,,
229752,,,82.632,68.33739967869157,61.379196164849986,,,
229764,59.04595974007736,,55.124806437979345,,,,78.982,
229765,,,77.89,62.33593013020058,,,,
229771,,73.33,,,,,,
229773,,80.35,,,,,,
229800,,,55.80279666081192,72.09,,,,
229804,80.07,,,,,,66.82912398335334,66.86141873210502
229818,,79.52,,,,,,
229819,,,73.032,51.49941411074663,,,,
229842,,,,,,78.426,,
229851,,79.1,,,,,,
229856,,,,,,72.906,,
229862,81.53,,74.41856263495018,,,,,
229879,,77.59,,,,,,
229880,,,,,83.668,,,
229881,,,,,,53.71771961527185,75.512,53.670194421317774
229891,,,,,82.502,,,
229894,,,,,76.05799999999999,,,
229900,,77.2,65.70747509731173,60.23231094877833,,,,
229901,,80.67,,,,,,
229905,,85.72,,,,,,
229906,,,,,,,83.926,69.01498189928122
229910,,,76.812,,,,62.9129893538434,
229922,,,,,70.06333062749223,,72.178,
229923,,,,,,,75.146,53.0796961834072
229925,,,,,74.608,,57.85172854479028,
229930,,,,,74.834,,51.729391786828856,
229942,,83.47,,,,,,
229971,,,,,76.488,,,
229973,,,76.45,62.86470438608121,,,,
229984,,,,,80.362,,,
230005,,,77.6,61.629619274044245,,,,
230014,,,50.23617622773099,54.727711241382906,74.272,,,
230020,,,77.14509796980943,83.2,,,,
230021,,82.33,,,,,,
230032,,,,,,,68.30524395389894,73.752
230043,,,,,75.53399999999999,,,
230046,,,,,,74.202,,
230047,,,,,73.38,,,
230055,,,,,74.744,,,
230065,,,81.288,64.70455991969767,,,,
230081,,,50.16034697716449,69.50999999999999,,,,
230084,,,,,,81.936,,
230090,,,,,,70.39,,
230107,,,61.025103188463575,80.6,,,,
230118,,,,,76.748,,,
230126,,,72.95400000000001,,65.34811667356742,,59.07877073139985,
230132,49.038283581261936,,,,,,73.438,51.51256384382424
230134,,,73.224,61.066873737872356,,,,
230136,,,76.464,56.61940226941044,,,,
230142,71.46298075720519,,,,,85.436,66.61963631155935,
230144,,,,76.39,,,,
230149,,,,,72.844,,,
230163,48.39344011260856,,,,,,71.988,
230306,,72.2,,,,,,
230559,,,,,,,76.518,60.07642906503025
230561,,,,,,75.242,61.18355497476667,
230564,,,,,63.07065176433318,,80.362,
230578,,82.68,,,,,,
230590,,,63.584517328546596,71.05,,,,
230601,,,,,,81.218,,
230607,,,61.68802671162048,51.26705011757582,,,75.03,
230613,,,,75.66,,,,
230623,,,,,,74.4,,
230624,,,,,,78.74,,
230625,,82.69,,,80.48273570378123,,,
230638,,,,,,,77.418,64.88354780146857
230665,59.26517867131618,,57.963389229915606,,,,79.212,
230666,,,,,,84.232,64.10088628007198,64.57751902519331
230677,,76.28999999999999,,,,,,
230681,,,,,73.77737847430343,,77.87,
230685,79.46000000000001,,62.39064563434516,,,,57.22994597872308,
230686,,,76.67,61.93672199296998,53.80019951270689,,,
230690,61.04818888017771,,78.494,,,,,
230696,,,49.823497259540254,72.06,,,,
230703,,74.31,,,,,,
230708,,80.71000000000001,,,,,,
230713,,,55.63750853925925,73.33,,,,
230718,,62.25003139378865,,,74.404,,,
230722,,,,,,72.988,,
230737,,,,,,81.44,,
230762,,,,,73.24,,,
230767,,,80.946,60.69397980589378,,,,
230774,,79.68,,,,,,
230786,,,83.246,69.6989660330853,,,,
230801,,,75.324,62.032532514104915,,,,
230807,,,,,74.53999999999999,,,
230812,50.66253407231969,,71.544,,,,57.1663674309726,
230824,,58.270851499250554,,66.77434790240319,79.68,,,
230836,,,,,77.064,,,
230839,,74.43,,,62.23248801585922,,,
230847,,,,,,,69.66872802455971,74.26599999999999
230855,,80.1,,65.02385595558243,,,,
230857,,,,,,79.916,,
230864,,,,,,,77.064,
230865,,78.54,,,,,,
230871,,,,,,79.344,,
230876,,,73.332,57.36598097160545,,,,
230882,,73.56,,,,,,
230888,,,60.42843244709704,77.82,,,,
230897,,,,,,71.882,50.20582327995795,
230899,,,,,,86.992,,
230912,,,,,75.18731229939524,,77.262,
230918,,84.53,,,,,,
230936,,,78.78,64.30132835337378,60.54898187606399,,,
230938,,,64.04437856634439,85.26,,,,
230940,,,,,,75.64,,
230964,,,,,,77.844,,
230965,,,82.372,64.39776587178336,67.98729167931847,,,
230975,,,,,,56.10370679877261,70.3805690931424,80.788
230977,,,,,,,78.80807223058713,82.996
230978,,,,,,81.762,,
