Formation,Mean Player Removal Margin,Median Player Removal Margin,Minimum Player Removal Margin,Maximum Player Removal Margin
3-4-3,0.019678386721346263,0.01351106587686246,0.0002253985372817624,0.051579974069726475
3-5-2,0.017330801186127568,0.020920525078576446,0.0002253985372817624,0.039793234848131576
4-1-2-1-2,0.019530216580918924,0.02173612195805319,0.0035600000000000076,0.03979323484813335
4-2-3-1,0.01892467110587017,0.01351106587686246,0.003138828322908793,0.051579974069726475
4-3-3,0.02168666521549103,0.021736121958051413,0.0035600000000000076,0.051579974069726475
4-4-2,0.018291411223435663,0.020920525078576446,0.0035600000000000076,0.03979323484813335
5-3-2,0.017330801186127245,0.020920525078576446,0.0002253985372817624,0.039793234848131576
