ID,Name,OVR,Position,Functional Position,Probability: Attacking Midfielder,Probability: Center Back,Probability: Central Midfielder,Probability: Defensive Midfielder,Probability: Full Back,Probability: Striker,Probability: Wide Midfielder,Probability: Winger,Predicted Role 1,Role 1 Probability,Predicted Role 2,Role 2 Probability,Predicted Role 3,Role 3 Probability
209331,Mohamed Salah,91,Right Midfielder,Wide Midfielder,0.1381428571428571,0.0,0.012766666666666667,0.001,0.0006666666666666666,0.06446666666666666,0.5949500000000001,0.18800714285714284,Wide Midfielder,0.5949500000000001,Winger,0.18800714285714284,Attacking Midfielder,0.1381428571428571
231747,Kylian Mbappé,91,Striker,Striker,0.04863333333333334,0.0,0.0,0.0,0.0,0.7066333333333331,0.13086666666666671,0.11386666666666666,Striker,0.7066333333333331,Wide Midfielder,0.13086666666666671,Winger,0.11386666666666666
231443,Ousmane Dembélé,90,Striker,Striker,0.06705714285714284,0.0,0.0015,0.0,0.0,0.623092857142857,0.18675000000000003,0.12160000000000004,Striker,0.623092857142857,Wide Midfielder,0.18675000000000003,Winger,0.12160000000000004
231866,Rodri,90,Defensive Midfielder,Defensive Midfielder,0.02271111111111111,0.04526666666666668,0.26449523809523817,0.6320436507936507,0.018766666666666664,0.003333333333333333,0.013383333333333332,0.0,Defensive Midfielder,0.6320436507936507,Central Midfielder,0.26449523809523817,Center Back,0.04526666666666668
203376,Virgil van Dijk,90,Center Back,Center Back,0.0,0.8939214285714288,0.019611904761904764,0.08046666666666669,0.0055,0.0,0.0005,0.0,Center Back,0.8939214285714288,Defensive Midfielder,0.08046666666666669,Central Midfielder,0.019611904761904764
252371,Jude Bellingham,90,Attacking Midfielder,Attacking Midfielder,0.4802809523809523,0.015757142857142855,0.28022619047619046,0.13509047619047618,0.05848333333333334,0.007366666666666666,0.014676190476190471,0.00811904761904762,Attacking Midfielder,0.4802809523809523,Central Midfielder,0.28022619047619046,Defensive Midfielder,0.13509047619047618
239085,Erling Haaland,90,Striker,Striker,0.006666666666666666,0.0,0.0013333333333333333,0.0,0.0,0.9152380952380953,0.0520952380952381,0.024666666666666663,Striker,0.9152380952380953,Wide Midfielder,0.0520952380952381,Winger,0.024666666666666663
233419,Raphinha,89,Left Midfielder,Wide Midfielder,0.10635714285714289,0.0,0.012652380952380953,0.0008,0.005333333333333333,0.15406666666666674,0.5647666666666668,0.1560238095238095,Wide Midfielder,0.5647666666666668,Winger,0.1560238095238095,Striker,0.15406666666666674
235212,Achraf Hakimi,89,Right Back,Full Back,0.049333333333333326,0.010500000000000002,0.16510000000000002,0.06798333333333333,0.6475452380952379,0.002333333333333333,0.045238095238095244,0.011966666666666665,Full Back,0.6475452380952379,Central Midfielder,0.16510000000000002,Defensive Midfielder,0.06798333333333333
277643,Lamine Yamal,89,Right Midfielder,Wide Midfielder,0.11319523809523808,0.0,0.0014,0.0,0.0,0.00775,0.6290261904761903,0.24862857142857137,Wide Midfielder,0.6290261904761903,Winger,0.24862857142857137,Attacking Midfielder,0.11319523809523808
255253,Vitinha,89,Central Midfielder,Central Midfielder,0.0759968253968254,0.0,0.7506222222222222,0.06630952380952379,0.03715238095238095,0.0,0.06105238095238095,0.008866666666666665,Central Midfielder,0.7506222222222222,Attacking Midfielder,0.0759968253968254,Defensive Midfielder,0.06630952380952379
251854,Pedri,89,Central Midfielder,Central Midfielder,0.041633333333333335,0.004866666666666666,0.742261904761905,0.09873333333333337,0.07324920634920634,0.0,0.029922222222222225,0.009333333333333334,Central Midfielder,0.742261904761905,Defensive Midfielder,0.09873333333333337,Full Back,0.07324920634920634
212622,Joshua Kimmich,89,Defensive Midfielder,Defensive Midfielder,0.033350000000000005,0.01686666666666667,0.18133809523809527,0.616261904761905,0.11245000000000002,0.0045,0.03306666666666667,0.0021666666666666666,Defensive Midfielder,0.616261904761905,Central Midfielder,0.18133809523809527,Full Back,0.11245000000000002
202126,Harry Kane,89,Striker,Striker,0.10173333333333329,0.0,0.0015,0.0,0.0,0.8350761904761904,0.045690476190476184,0.015999999999999997,Striker,0.8350761904761904,Attacking Midfielder,0.10173333333333329,Wide Midfielder,0.045690476190476184
239053,Federico Valverde,89,Central Midfielder,Central Midfielder,0.07834285714285713,0.006866666666666666,0.6091047619047618,0.1007,0.16633333333333333,0.0014666666666666667,0.030366666666666674,0.006819047619047619,Central Midfielder,0.6091047619047618,Full Back,0.16633333333333333,Defensive Midfielder,0.1007
238794,Vini Jr.,89,Left Winger,Winger,0.10487777777777775,0.0,0.0,0.0,0.0,0.05502698412698413,0.2080333333333332,0.6320619047619046,Winger,0.6320619047619046,Wide Midfielder,0.2080333333333332,Attacking Midfielder,0.10487777777777775
256630,Florian Wirtz,89,Attacking Midfielder,Attacking Midfielder,0.5799634920634923,0.0,0.019333333333333334,0.002,0.0036,0.023966666666666664,0.1375603174603175,0.2335761904761904,Attacking Midfielder,0.5799634920634923,Winger,0.2335761904761904,Wide Midfielder,0.1375603174603175
188545,Robert Lewandowski,88,Striker,Striker,0.055226190476190484,0.0,0.002333333333333333,0.0,0.0,0.8666469696969699,0.03776969696969697,0.038023809523809515,Striker,0.8666469696969699,Attacking Midfielder,0.055226190476190484,Winger,0.038023809523809515
231478,Lautaro Martínez,88,Striker,Striker,0.03367142857142858,0.0,0.0015,0.0,0.0,0.7953333333333331,0.1090809523809524,0.06041428571428571,Striker,0.7953333333333331,Wide Midfielder,0.1090809523809524,Winger,0.06041428571428571
233731,Alexander Isak,88,Striker,Striker,0.013433333333333334,0.0,0.001,0.0,0.0,0.8798166666666664,0.0588,0.04695,Striker,0.8798166666666664,Wide Midfielder,0.0588,Winger,0.04695
256790,Jamal Musiala,88,Attacking Midfielder,Attacking Midfielder,0.6791452380952385,0.0005,0.07802857142857143,0.018766666666666668,0.01863333333333333,0.034,0.0900738095238095,0.08085238095238097,Attacking Midfielder,0.6791452380952385,Wide Midfielder,0.0900738095238095,Winger,0.08085238095238097
232580,Gabriel,88,Center Back,Center Back,0.0,0.977842857142857,0.0011428571428571427,0.014880952380952384,0.006133333333333333,0.0,0.0,0.0,Center Back,0.977842857142857,Defensive Midfielder,0.014880952380952384,Full Back,0.006133333333333333
246669,Bukayo Saka,88,Right Winger,Winger,0.1332095238095238,0.0,0.05545238095238094,0.0047,0.015033333333333333,0.050404761904761904,0.07973333333333336,0.6614666666666668,Winger,0.6614666666666668,Attacking Midfielder,0.1332095238095238,Wide Midfielder,0.07973333333333336
257534,Cole Palmer,87,Attacking Midfielder,Attacking Midfielder,0.6711333333333334,0.0,0.010833333333333332,0.0,0.0,0.0675,0.1233666666666667,0.12716666666666668,Attacking Midfielder,0.6711333333333334,Winger,0.12716666666666668,Wide Midfielder,0.1233666666666667
247635,Khvicha Kvaratskhelia,87,Left Winger,Winger,0.11425238095238095,0.001,0.03191904761904762,0.0026666666666666666,0.0077,0.0918174603174603,0.12262460317460319,0.6280198412698415,Winger,0.6280198412698415,Wide Midfielder,0.12262460317460319,Attacking Midfielder,0.11425238095238095
237383,Alessandro Bastoni,87,Center Back,Center Back,0.0,0.8660666666666665,0.005833333333333333,0.0468,0.08130000000000001,0.0,0.0,0.0,Center Back,0.8660666666666665,Full Back,0.08130000000000001,Defensive Midfielder,0.0468
215441,Serhou Guirassy,87,Striker,Striker,0.032633333333333334,0.0,0.0035,0.0,0.0,0.9333666666666667,0.017666666666666667,0.012833333333333332,Striker,0.9333666666666667,Attacking Midfielder,0.032633333333333334,Wide Midfielder,0.017666666666666667
192985,Kevin De Bruyne,87,Central Midfielder,Central Midfielder,0.1724047619047619,0.002,0.7164666666666665,0.04324761904761905,0.013900000000000001,0.008933333333333333,0.028099999999999997,0.014947619047619048,Central Midfielder,0.7164666666666665,Attacking Midfielder,0.1724047619047619,Defensive Midfielder,0.04324761904761905
228702,Frenkie de Jong,87,Central Midfielder,Central Midfielder,0.06667142857142856,0.008199999999999999,0.6210738095238099,0.06148333333333332,0.19590952380952378,0.002357142857142857,0.03990476190476191,0.004399999999999999,Central Midfielder,0.6210738095238099,Full Back,0.19590952380952378,Attacking Midfielder,0.06667142857142856
256079,Moisés Caicedo,87,Defensive Midfielder,Defensive Midfielder,0.0068,0.07266666666666666,0.08843333333333332,0.7729476190476189,0.05321904761904762,0.0,0.005933333333333334,0.0,Defensive Midfielder,0.7729476190476189,Central Midfielder,0.08843333333333332,Center Back,0.07266666666666666
234378,Declan Rice,87,Defensive Midfielder,Defensive Midfielder,0.018066666666666665,0.061699999999999984,0.13603809523809526,0.6494404761904762,0.11207142857142854,0.0,0.014416666666666668,0.008266666666666665,Defensive Midfielder,0.6494404761904762,Central Midfielder,0.13603809523809526,Full Back,0.11207142857142854
207865,Marquinhos,87,Center Back,Center Back,0.004666666666666667,0.7368317460317461,0.026866666666666667,0.07893968253968255,0.13222857142857145,0.0,0.020466666666666668,0.0,Center Back,0.7368317460317461,Full Back,0.13222857142857145,Defensive Midfielder,0.07893968253968255
241486,Jules Koundé,87,Right Back,Full Back,0.0,0.22269999999999993,0.008533333333333334,0.04458095238095239,0.7223523809523812,0.0,0.001833333333333333,0.0,Full Back,0.7223523809523812,Center Back,0.22269999999999993,Defensive Midfielder,0.04458095238095239
212198,Bruno Fernandes,87,Attacking Midfielder,Attacking Midfielder,0.5956769841269842,0.0008,0.25071984126984126,0.07208174603174602,0.021733333333333334,0.01245,0.03693809523809524,0.009600000000000001,Attacking Midfielder,0.5956769841269842,Central Midfielder,0.25071984126984126,Defensive Midfielder,0.07208174603174602
243715,William Saliba,87,Center Back,Center Back,0.0,0.9351285714285714,0.001,0.012666666666666666,0.0482047619047619,0.0,0.003,0.0,Center Back,0.9351285714285714,Full Back,0.0482047619047619,Defensive Midfielder,0.012666666666666666
246191,Julián Alvarez,87,Striker,Striker,0.07438095238095238,0.0,0.009933333333333334,0.0,0.003333333333333333,0.6209126984126985,0.13694444444444442,0.15449523809523807,Striker,0.6209126984126985,Winger,0.15449523809523807,Wide Midfielder,0.13694444444444442
213331,Jonathan Tah,87,Center Back,Center Back,0.0,0.9754666666666668,0.0,0.01936666666666667,0.005166666666666667,0.0,0.0,0.0,Center Back,0.9754666666666668,Defensive Midfielder,0.01936666666666667,Full Back,0.005166666666666667
239837,Alexis Mac Allister,87,Central Midfielder,Central Midfielder,0.07292777777777777,0.011466666666666665,0.7046452380952379,0.15004365079365078,0.025849999999999998,0.0014666666666666667,0.032933333333333335,0.0006666666666666666,Central Midfielder,0.7046452380952379,Defensive Midfielder,0.15004365079365078,Attacking Midfielder,0.07292777777777777
222665,Martin Ødegaard,87,Central Midfielder,Central Midfielder,0.18827142857142853,0.001,0.7231952380952379,0.016266666666666665,0.014033333333333333,0.001,0.04236666666666667,0.01386666666666667,Central Midfielder,0.7231952380952379,Attacking Midfielder,0.18827142857142853,Wide Midfielder,0.04236666666666667
241651,Viktor Gyökeres,87,Striker,Striker,0.011683333333333334,0.0,0.0,0.0,0.0,0.873235064935065,0.0587030303030303,0.05637857142857142,Striker,0.873235064935065,Wide Midfielder,0.0587030303030303,Winger,0.05637857142857142
224232,Nicolò Barella,87,Central Midfielder,Central Midfielder,0.07318095238095237,0.0006666666666666666,0.7132666666666672,0.0825166666666667,0.09976904761904765,0.0023,0.023333333333333334,0.004966666666666668,Central Midfielder,0.7132666666666672,Full Back,0.09976904761904765,Defensive Midfielder,0.0825166666666667
232293,Victor Osimhen,87,Striker,Striker,0.011185714285714287,0.0,0.0,0.0,0.0,0.8874666666666668,0.0681238095238095,0.033223809523809524,Striker,0.8874666666666668,Wide Midfielder,0.0681238095238095,Winger,0.033223809523809524
252145,Nuno Mendes,86,Left Back,Full Back,0.0034666666666666665,0.022966666666666666,0.03693333333333333,0.03080000000000001,0.8933000000000001,0.0,0.011866666666666668,0.0006666666666666666,Full Back,0.8933000000000001,Central Midfielder,0.03693333333333333,Defensive Midfielder,0.03080000000000001
205452,Antonio Rüdiger,86,Center Back,Center Back,0.0,0.8959666666666668,0.003666666666666666,0.0435,0.05196666666666666,0.0,0.0045,0.0004,Center Back,0.8959666666666668,Full Back,0.05196666666666666,Defensive Midfielder,0.0435
247827,Michael Olise,86,Right Midfielder,Wide Midfielder,0.2406587301587301,0.0,0.0382,0.0,0.0005,0.011666666666666665,0.5391198412698412,0.1698547619047619,Wide Midfielder,0.5391198412698412,Attacking Midfielder,0.2406587301587301,Winger,0.1698547619047619
231281,Trent Alexander-Arnold,86,Right Back,Full Back,0.03228333333333333,0.034519047619047616,0.14041666666666666,0.12518333333333334,0.6241642857142857,0.0,0.03626666666666666,0.007166666666666667,Full Back,0.6241642857142857,Central Midfielder,0.14041666666666666,Defensive Midfielder,0.12518333333333334
239818,Rúben Dias,86,Center Back,Center Back,0.0,0.9638333333333331,0.0,0.025933333333333326,0.010233333333333334,0.0,0.0,0.0,Center Back,0.9638333333333331,Defensive Midfielder,0.025933333333333326,Full Back,0.010233333333333334
211110,Paulo Dybala,86,Attacking Midfielder,Attacking Midfielder,0.5665587301587306,0.0,0.0012,0.0,0.0,0.07733333333333332,0.1526746031746032,0.2022333333333334,Attacking Midfielder,0.5665587301587306,Winger,0.2022333333333334,Wide Midfielder,0.1526746031746032
247851,Bruno Guimarães,86,Central Midfielder,Central Midfielder,0.015452380952380954,0.009300000000000001,0.728852380952381,0.2116619047619048,0.0107,0.0,0.024033333333333334,0.0,Central Midfielder,0.728852380952381,Defensive Midfielder,0.2116619047619048,Wide Midfielder,0.024033333333333334
256196,Willian Pacho,86,Center Back,Center Back,0.0,0.9777619047619048,0.0,0.018904761904761903,0.003333333333333333,0.0,0.0,0.0,Center Back,0.9777619047619048,Defensive Midfielder,0.018904761904761903,Full Back,0.003333333333333333
237678,Ibrahima Konaté,86,Center Back,Center Back,0.0,0.9866619047619047,0.0004,0.010666666666666666,0.0022714285714285714,0.0,0.0,0.0,Center Back,0.9866619047619047,Defensive Midfielder,0.010666666666666666,Full Back,0.0022714285714285714
208128,Hakan Çalhanoğlu,86,Defensive Midfielder,Defensive Midfielder,0.05872063492063493,0.017199999999999997,0.23294999999999996,0.5933865079365083,0.06335238095238097,0.0045,0.02759047619047619,0.0023,Defensive Midfielder,0.5933865079365083,Central Midfielder,0.23294999999999996,Full Back,0.06335238095238097
158023,Lionel Messi,86,Right Winger,Winger,0.17793809523809528,0.0,0.002,0.0,0.0,0.05322857142857142,0.16923015873015865,0.5976031746031746,Winger,0.5976031746031746,Attacking Midfielder,0.17793809523809528,Wide Midfielder,0.16923015873015865
241096,Sandro Tonali,86,Defensive Midfielder,Defensive Midfielder,0.03516666666666667,0.015866666666666668,0.1943666666666667,0.58135,0.15141666666666664,0.0004,0.020433333333333335,0.001,Defensive Midfielder,0.58135,Central Midfielder,0.1943666666666667,Full Back,0.15141666666666664
256516,Nico Williams,86,Left Midfielder,Wide Midfielder,0.07838571428571428,0.0,0.0014,0.0,0.0,0.03835714285714286,0.6520119047619048,0.22984523809523816,Wide Midfielder,0.6520119047619048,Winger,0.22984523809523816,Attacking Midfielder,0.07838571428571428
240638,Tijjani Reijnders,86,Central Midfielder,Central Midfielder,0.04710000000000001,0.0,0.7886666666666668,0.06906666666666667,0.05504761904761904,0.0023,0.02968571428571429,0.008133333333333333,Central Midfielder,0.7886666666666668,Defensive Midfielder,0.06906666666666667,Full Back,0.05504761904761904
226268,Federico Dimarco,85,Left Back,Full Back,0.06052857142857141,0.0065,0.14383333333333334,0.07275000000000001,0.6596690476190473,0.0049,0.040419047619047625,0.0114,Full Back,0.6596690476190473,Central Midfielder,0.14383333333333334,Defensive Midfielder,0.07275000000000001
237238,Scott McTominay,85,Central Midfielder,Central Midfielder,0.09727142857142855,0.03105714285714286,0.7477357142857145,0.08661190476190476,0.016304761904761905,0.008133333333333333,0.009433333333333334,0.003452380952380952,Central Midfielder,0.7477357142857145,Attacking Midfielder,0.09727142857142855,Defensive Midfielder,0.08661190476190476
246104,Ryan Gravenberch,85,Defensive Midfielder,Defensive Midfielder,0.05141666666666668,0.010366666666666665,0.3144166666666667,0.5354333333333336,0.05123333333333332,0.0,0.034300000000000004,0.002833333333333333,Defensive Midfielder,0.5354333333333336,Central Midfielder,0.3144166666666667,Attacking Midfielder,0.05141666666666668
