Experiment,Model,Features,Position Labels,Top-1 Accuracy,Macro F1,Weighted F1,Top-2 Accuracy,Top-3 Accuracy
3.5C,Logistic Regression,34,8,0.7469473684210526,0.6831379768885246,0.7495101749558196,0.9191578947368421,0.9755789473684211
